version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 12,2023-06-08_06-10-41,ios,1.15.2,4878a6c3-fa19-4eb6-b3c0-652e7470abee,Accelerometer|Gyroscope|Orientation|Magnetometer|Heart Rate|Wrist Motion|Annotation|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10000|10000|10000|10000|10|10||10000|10000|10000
