time,seconds_elapsed,z,y,x
1686204641851839200,0.026839111328125,-1.0076446533203125,-0.143951416015625,0.008392333984375
1686204651893075700,10.06807568359375,-0.9144287109375,-0.336151123046875,0.194427490234375
1686204661934369000,20.109369140625,0.7850341796875,0.7678070068359375,0.6175537109375
1686204671934235400,30.1092353515625,0.6429443359375,2.2691497802734375,-0.3101806640625
1686204681931684900,40.106684814453125,0.374786376953125,0.5818328857421875,-0.0510101318359375
1686204691929230000,50.10422998046875,-0.1698150634765625,1.797576904296875,0.0546722412109375
1686204701926874000,60.1018740234375,-0.3337249755859375,1.5792236328125,-0.1215057373046875
1686204711924592400,70.09959228515625,-0.1232452392578125,1.0524749755859375,0.3069915771484375
1686204721922349600,80.097349609375,-0.350616455078125,0.24542236328125,-0.02716064453125
1686204731920132900,90.0951328125,-0.1831817626953125,0.1718902587890625,-0.113800048828125
1686204741917933000,100.09293310546875,1.174560546875,2.1787567138671875,0.037811279296875
1686204751915743000,110.09074291992188,-0.5835113525390625,-0.6437530517578125,-0.9297027587890625
1686204761913564700,120.08856469726562,0.01275634765625,0.677825927734375,-0.0825653076171875
1686204771911396400,130.08639624023436,0.0781402587890625,1.0729217529296875,-0.0464935302734375
1686204781909237500,140.08423754882813,0.382659912109375,1.5098876953125,0.004608154296875
1686204791907091000,150.08209106445312,0.2568206787109375,1.4056396484375,-0.0046539306640625
1686204801904955400,160.07995532226562,-0.0299835205078125,1.6920318603515625,-0.97869873046875
1686204811902831900,170.07783178710937,-0.2440185546875,0.0545654296875,0.19488525390625
1686204821900720400,180.07572045898436,0.9003448486328125,0.3962249755859375,-0.136016845703125
1686204831898624500,190.07362451171875,0.0799102783203125,1.056793212890625,0.1092376708984375
1686204841896537900,200.07153784179687,0.3196868896484375,1.0164337158203125,-0.0576629638671875
1686204851894458000,210.0694580078125,0.0315399169921875,1.541473388671875,0.3686676025390625
1686204861892383000,220.06738305664064,-0.2006378173828125,1.627197265625,-0.1233978271484375
