startDate,endDate,value
2023-06-10 09:17:06 +0000,2023-06-10 09:17:06 +0000,79
2023-06-10 09:17:07 +0000,2023-06-10 09:17:07 +0000,79
2023-06-10 09:17:16 +0000,2023-06-10 09:17:16 +0000,80
2023-06-10 09:17:17 +0000,2023-06-10 09:17:17 +0000,80
2023-06-10 09:17:26 +0000,2023-06-10 09:17:26 +0000,83
2023-06-10 09:17:27 +0000,2023-06-10 09:17:27 +0000,84
2023-06-10 09:17:58 +0000,2023-06-10 09:17:58 +0000,84
2023-06-10 09:18:02 +0000,2023-06-10 09:18:02 +0000,82
2023-06-10 09:18:08 +0000,2023-06-10 09:18:08 +0000,76
2023-06-10 09:18:11 +0000,2023-06-10 09:18:11 +0000,76
2023-06-10 09:18:18 +0000,2023-06-10 09:18:18 +0000,81
2023-06-10 09:18:19 +0000,2023-06-10 09:18:19 +0000,80
2023-06-10 09:18:28 +0000,2023-06-10 09:18:28 +0000,77
2023-06-10 09:18:29 +0000,2023-06-10 09:18:29 +0000,77
2023-06-10 09:18:35 +0000,2023-06-10 09:18:35 +0000,82
2023-06-10 09:18:40 +0000,2023-06-10 09:18:40 +0000,94
2023-06-10 09:18:48 +0000,2023-06-10 09:18:48 +0000,112
2023-06-10 09:18:52 +0000,2023-06-10 09:18:52 +0000,109
2023-06-10 09:18:54 +0000,2023-06-10 09:18:54 +0000,108
2023-06-10 09:19:02 +0000,2023-06-10 09:19:02 +0000,98
2023-06-10 09:19:08 +0000,2023-06-10 09:19:08 +0000,100
2023-06-10 09:19:13 +0000,2023-06-10 09:19:13 +0000,98
2023-06-10 09:19:14 +0000,2023-06-10 09:19:14 +0000,98
2023-06-10 09:19:20 +0000,2023-06-10 09:19:20 +0000,102
2023-06-10 09:19:28 +0000,2023-06-10 09:19:28 +0000,90
2023-06-10 09:19:30 +0000,2023-06-10 09:19:30 +0000,88
2023-06-10 09:19:38 +0000,2023-06-10 09:19:38 +0000,74
2023-06-10 09:19:42 +0000,2023-06-10 09:19:42 +0000,76
2023-06-10 09:19:48 +0000,2023-06-10 09:19:48 +0000,74
2023-06-10 09:19:53 +0000,2023-06-10 09:19:53 +0000,77
2023-06-10 09:19:55 +0000,2023-06-10 09:19:55 +0000,78
2023-06-10 09:19:59 +0000,2023-06-10 09:19:59 +0000,79
2023-06-10 09:20:04 +0000,2023-06-10 09:20:04 +0000,78
2023-06-10 09:20:13 +0000,2023-06-10 09:20:13 +0000,77
2023-06-10 09:20:18 +0000,2023-06-10 09:20:18 +0000,77
2023-06-10 09:20:20 +0000,2023-06-10 09:20:20 +0000,77
2023-06-10 09:20:27 +0000,2023-06-10 09:20:27 +0000,78
2023-06-10 09:20:29 +0000,2023-06-10 09:20:29 +0000,78
2023-06-10 09:20:38 +0000,2023-06-10 09:20:38 +0000,86
2023-06-10 09:20:39 +0000,2023-06-10 09:20:39 +0000,85
2023-06-10 09:20:48 +0000,2023-06-10 09:20:48 +0000,84
2023-06-10 09:20:52 +0000,2023-06-10 09:20:52 +0000,83
2023-06-10 09:20:57 +0000,2023-06-10 09:20:57 +0000,91
2023-06-10 09:21:02 +0000,2023-06-10 09:21:02 +0000,100
2023-06-10 09:21:08 +0000,2023-06-10 09:21:08 +0000,107
2023-06-10 09:21:13 +0000,2023-06-10 09:21:13 +0000,107
2023-06-10 09:21:18 +0000,2023-06-10 09:21:18 +0000,109
2023-06-10 09:21:21 +0000,2023-06-10 09:21:21 +0000,111
2023-06-10 09:21:27 +0000,2023-06-10 09:21:27 +0000,110
2023-06-10 09:21:30 +0000,2023-06-10 09:21:30 +0000,109
2023-06-10 09:21:38 +0000,2023-06-10 09:21:38 +0000,114
2023-06-10 09:21:39 +0000,2023-06-10 09:21:39 +0000,115
2023-06-10 09:21:48 +0000,2023-06-10 09:21:48 +0000,123
2023-06-10 09:21:50 +0000,2023-06-10 09:21:50 +0000,122
2023-06-10 09:21:55 +0000,2023-06-10 09:21:55 +0000,120
2023-06-10 09:22:01 +0000,2023-06-10 09:22:01 +0000,123
2023-06-10 09:22:07 +0000,2023-06-10 09:22:07 +0000,123
2023-06-10 09:22:11 +0000,2023-06-10 09:22:11 +0000,124
2023-06-10 09:22:14 +0000,2023-06-10 09:22:14 +0000,124
2023-06-10 09:22:23 +0000,2023-06-10 09:22:23 +0000,121
2023-06-10 09:22:25 +0000,2023-06-10 09:22:25 +0000,120
2023-06-10 09:22:31 +0000,2023-06-10 09:22:31 +0000,116
2023-06-10 09:22:36 +0000,2023-06-10 09:22:36 +0000,115
2023-06-10 09:22:43 +0000,2023-06-10 09:22:43 +0000,111
2023-06-10 09:22:48 +0000,2023-06-10 09:22:48 +0000,115
2023-06-10 09:22:49 +0000,2023-06-10 09:22:49 +0000,116
2023-06-10 09:22:54 +0000,2023-06-10 09:22:54 +0000,120
2023-06-10 09:23:02 +0000,2023-06-10 09:23:02 +0000,117
2023-06-10 09:23:07 +0000,2023-06-10 09:23:07 +0000,114
2023-06-10 09:23:11 +0000,2023-06-10 09:23:11 +0000,113
2023-06-10 09:23:18 +0000,2023-06-10 09:23:18 +0000,112
2023-06-10 09:23:19 +0000,2023-06-10 09:23:19 +0000,113
2023-06-10 09:23:28 +0000,2023-06-10 09:23:28 +0000,118
2023-06-10 09:23:30 +0000,2023-06-10 09:23:30 +0000,117
2023-06-10 09:23:38 +0000,2023-06-10 09:23:38 +0000,111
2023-06-10 09:23:43 +0000,2023-06-10 09:23:43 +0000,111
2023-06-10 09:23:45 +0000,2023-06-10 09:23:45 +0000,112
2023-06-10 09:23:52 +0000,2023-06-10 09:23:52 +0000,115
2023-06-10 09:23:56 +0000,2023-06-10 09:23:56 +0000,115
2023-06-10 09:24:03 +0000,2023-06-10 09:24:03 +0000,113
2023-06-10 09:24:04 +0000,2023-06-10 09:24:04 +0000,112
2023-06-10 09:24:13 +0000,2023-06-10 09:24:13 +0000,100
2023-06-10 09:24:17 +0000,2023-06-10 09:24:17 +0000,100
2023-06-10 09:24:19 +0000,2023-06-10 09:24:19 +0000,101
2023-06-10 09:24:25 +0000,2023-06-10 09:24:25 +0000,102
2023-06-10 09:24:32 +0000,2023-06-10 09:24:32 +0000,105
2023-06-10 09:24:34 +0000,2023-06-10 09:24:34 +0000,105
2023-06-10 09:24:42 +0000,2023-06-10 09:24:42 +0000,97
2023-06-10 09:24:48 +0000,2023-06-10 09:24:48 +0000,97
2023-06-10 09:24:52 +0000,2023-06-10 09:24:52 +0000,97
2023-06-10 09:24:58 +0000,2023-06-10 09:24:58 +0000,94
2023-06-10 09:24:59 +0000,2023-06-10 09:24:59 +0000,94
2023-06-10 09:25:08 +0000,2023-06-10 09:25:08 +0000,101
2023-06-10 09:25:10 +0000,2023-06-10 09:25:10 +0000,100
2023-06-10 09:25:15 +0000,2023-06-10 09:25:15 +0000,95
2023-06-10 09:25:19 +0000,2023-06-10 09:25:19 +0000,96
2023-06-10 09:25:28 +0000,2023-06-10 09:25:28 +0000,90
2023-06-10 09:25:33 +0000,2023-06-10 09:25:33 +0000,91
2023-06-10 09:25:38 +0000,2023-06-10 09:25:38 +0000,91
2023-06-10 09:25:39 +0000,2023-06-10 09:25:39 +0000,91
2023-06-10 09:25:47 +0000,2023-06-10 09:25:47 +0000,93
2023-06-10 09:25:49 +0000,2023-06-10 09:25:49 +0000,95
2023-06-10 09:25:55 +0000,2023-06-10 09:25:55 +0000,103
2023-06-10 09:26:03 +0000,2023-06-10 09:26:03 +0000,92
2023-06-10 09:26:07 +0000,2023-06-10 09:26:07 +0000,90
2023-06-10 09:26:11 +0000,2023-06-10 09:26:11 +0000,91
2023-06-10 09:26:15 +0000,2023-06-10 09:26:15 +0000,89
2023-06-10 09:26:23 +0000,2023-06-10 09:26:23 +0000,84
2023-06-10 09:26:25 +0000,2023-06-10 09:26:25 +0000,84
2023-06-10 09:26:31 +0000,2023-06-10 09:26:31 +0000,82
2023-06-10 09:26:38 +0000,2023-06-10 09:26:38 +0000,84
2023-06-10 09:26:43 +0000,2023-06-10 09:26:43 +0000,81
2023-06-10 09:26:47 +0000,2023-06-10 09:26:47 +0000,83
2023-06-10 09:26:49 +0000,2023-06-10 09:26:49 +0000,82
2023-06-10 09:26:57 +0000,2023-06-10 09:26:57 +0000,82
2023-06-10 09:27:00 +0000,2023-06-10 09:27:00 +0000,81
2023-06-10 09:27:05 +0000,2023-06-10 09:27:05 +0000,83
2023-06-10 09:27:13 +0000,2023-06-10 09:27:13 +0000,81
2023-06-10 09:27:16 +0000,2023-06-10 09:27:16 +0000,82
2023-06-10 09:27:19 +0000,2023-06-10 09:27:19 +0000,83
2023-06-10 09:27:28 +0000,2023-06-10 09:27:28 +0000,89
2023-06-10 09:27:32 +0000,2023-06-10 09:27:32 +0000,89
2023-06-10 09:27:34 +0000,2023-06-10 09:27:34 +0000,90
2023-06-10 09:27:41 +0000,2023-06-10 09:27:41 +0000,87
2023-06-10 09:27:44 +0000,2023-06-10 09:27:44 +0000,88
2023-06-10 09:27:53 +0000,2023-06-10 09:27:53 +0000,77
2023-06-10 09:27:58 +0000,2023-06-10 09:27:58 +0000,80
2023-06-10 09:27:59 +0000,2023-06-10 09:27:59 +0000,80
2023-06-10 09:28:08 +0000,2023-06-10 09:28:08 +0000,76
2023-06-10 09:28:09 +0000,2023-06-10 09:28:09 +0000,76
2023-06-10 09:28:16 +0000,2023-06-10 09:28:16 +0000,75
2023-06-10 09:28:21 +0000,2023-06-10 09:28:21 +0000,79
2023-06-10 09:28:28 +0000,2023-06-10 09:28:28 +0000,71
2023-06-10 09:28:33 +0000,2023-06-10 09:28:33 +0000,72
2023-06-10 09:28:38 +0000,2023-06-10 09:28:38 +0000,72
2023-06-10 09:28:39 +0000,2023-06-10 09:28:39 +0000,72
2023-06-10 09:28:44 +0000,2023-06-10 09:28:44 +0000,74
2023-06-10 09:28:53 +0000,2023-06-10 09:28:53 +0000,79
2023-06-10 09:28:58 +0000,2023-06-10 09:28:58 +0000,82
2023-06-10 09:29:00 +0000,2023-06-10 09:29:00 +0000,83
2023-06-10 09:29:08 +0000,2023-06-10 09:29:08 +0000,88
2023-06-10 09:29:11 +0000,2023-06-10 09:29:11 +0000,88
2023-06-10 09:29:14 +0000,2023-06-10 09:29:14 +0000,87
2023-06-10 09:29:19 +0000,2023-06-10 09:29:19 +0000,86
2023-06-10 09:29:28 +0000,2023-06-10 09:29:28 +0000,81
2023-06-10 09:29:33 +0000,2023-06-10 09:29:33 +0000,82
2023-06-10 09:29:35 +0000,2023-06-10 09:29:35 +0000,82
2023-06-10 09:29:39 +0000,2023-06-10 09:29:39 +0000,83
2023-06-10 09:29:44 +0000,2023-06-10 09:29:44 +0000,79
2023-06-10 09:29:49 +0000,2023-06-10 09:29:49 +0000,81
2023-06-10 09:29:56 +0000,2023-06-10 09:29:56 +0000,78
2023-06-10 09:30:01 +0000,2023-06-10 09:30:01 +0000,83
2023-06-10 09:30:06 +0000,2023-06-10 09:30:06 +0000,77
2023-06-10 09:30:13 +0000,2023-06-10 09:30:13 +0000,80
2023-06-10 09:30:16 +0000,2023-06-10 09:30:16 +0000,79
2023-06-10 09:30:23 +0000,2023-06-10 09:30:23 +0000,77
2023-06-10 09:30:24 +0000,2023-06-10 09:30:24 +0000,77
2023-06-10 09:30:29 +0000,2023-06-10 09:30:29 +0000,78
2023-06-10 09:30:35 +0000,2023-06-10 09:30:35 +0000,82
2023-06-10 09:30:39 +0000,2023-06-10 09:30:39 +0000,81
2023-06-10 09:30:45 +0000,2023-06-10 09:30:45 +0000,86
2023-06-10 09:30:52 +0000,2023-06-10 09:30:52 +0000,87
2023-06-10 09:30:58 +0000,2023-06-10 09:30:58 +0000,90
2023-06-10 09:30:59 +0000,2023-06-10 09:30:59 +0000,90
2023-06-10 09:31:08 +0000,2023-06-10 09:31:08 +0000,82
2023-06-10 09:31:12 +0000,2023-06-10 09:31:12 +0000,85
2023-06-10 09:31:15 +0000,2023-06-10 09:31:15 +0000,86
2023-06-10 09:31:23 +0000,2023-06-10 09:31:23 +0000,79
2023-06-10 09:31:27 +0000,2023-06-10 09:31:27 +0000,79
2023-06-10 09:31:33 +0000,2023-06-10 09:31:33 +0000,82
2023-06-10 09:31:34 +0000,2023-06-10 09:31:34 +0000,83
2023-06-10 09:31:41 +0000,2023-06-10 09:31:41 +0000,85
2023-06-10 09:31:44 +0000,2023-06-10 09:31:44 +0000,86
2023-06-10 09:31:53 +0000,2023-06-10 09:31:53 +0000,89
2023-06-10 09:31:58 +0000,2023-06-10 09:31:58 +0000,87
2023-06-10 09:32:01 +0000,2023-06-10 09:32:01 +0000,87
2023-06-10 09:32:04 +0000,2023-06-10 09:32:04 +0000,88
2023-06-10 09:32:13 +0000,2023-06-10 09:32:13 +0000,98
2023-06-10 09:32:17 +0000,2023-06-10 09:32:17 +0000,100
2023-06-10 09:32:19 +0000,2023-06-10 09:32:19 +0000,99
2023-06-10 09:32:24 +0000,2023-06-10 09:32:24 +0000,97
2023-06-10 09:32:33 +0000,2023-06-10 09:32:33 +0000,93
2023-06-10 09:32:35 +0000,2023-06-10 09:32:35 +0000,92
2023-06-10 09:32:39 +0000,2023-06-10 09:32:39 +0000,93
2023-06-10 09:32:45 +0000,2023-06-10 09:32:45 +0000,103
2023-06-10 09:32:49 +0000,2023-06-10 09:32:49 +0000,99
2023-06-10 09:32:58 +0000,2023-06-10 09:32:58 +0000,91
2023-06-10 09:32:59 +0000,2023-06-10 09:32:59 +0000,92
2023-06-10 09:33:08 +0000,2023-06-10 09:33:08 +0000,82
2023-06-10 09:33:11 +0000,2023-06-10 09:33:11 +0000,81
2023-06-10 09:33:14 +0000,2023-06-10 09:33:14 +0000,84
2023-06-10 09:33:23 +0000,2023-06-10 09:33:23 +0000,87
2023-06-10 09:33:25 +0000,2023-06-10 09:33:25 +0000,88
2023-06-10 09:33:33 +0000,2023-06-10 09:33:33 +0000,98
2023-06-10 09:33:38 +0000,2023-06-10 09:33:38 +0000,102
2023-06-10 09:33:39 +0000,2023-06-10 09:33:39 +0000,103
2023-06-10 09:33:46 +0000,2023-06-10 09:33:46 +0000,106
2023-06-10 09:33:50 +0000,2023-06-10 09:33:50 +0000,107
2023-06-10 09:33:54 +0000,2023-06-10 09:33:54 +0000,110
2023-06-10 09:34:00 +0000,2023-06-10 09:34:00 +0000,110
2023-06-10 09:34:08 +0000,2023-06-10 09:34:08 +0000,106
2023-06-10 09:34:09 +0000,2023-06-10 09:34:09 +0000,106
2023-06-10 09:34:14 +0000,2023-06-10 09:34:14 +0000,109
2023-06-10 09:34:19 +0000,2023-06-10 09:34:19 +0000,111
2023-06-10 09:34:28 +0000,2023-06-10 09:34:28 +0000,101
2023-06-10 09:34:29 +0000,2023-06-10 09:34:29 +0000,100
2023-06-10 09:34:37 +0000,2023-06-10 09:34:37 +0000,95
2023-06-10 09:34:40 +0000,2023-06-10 09:34:40 +0000,97
2023-06-10 09:34:47 +0000,2023-06-10 09:34:47 +0000,96
2023-06-10 09:34:53 +0000,2023-06-10 09:34:53 +0000,103
2023-06-10 09:34:58 +0000,2023-06-10 09:34:58 +0000,109
2023-06-10 09:34:59 +0000,2023-06-10 09:34:59 +0000,109
2023-06-10 09:35:07 +0000,2023-06-10 09:35:07 +0000,108
2023-06-10 09:35:12 +0000,2023-06-10 09:35:12 +0000,114
2023-06-10 09:35:17 +0000,2023-06-10 09:35:17 +0000,114
2023-06-10 09:35:20 +0000,2023-06-10 09:35:20 +0000,116
2023-06-10 09:35:25 +0000,2023-06-10 09:35:25 +0000,120
2023-06-10 09:35:32 +0000,2023-06-10 09:35:32 +0000,121
2023-06-10 09:35:38 +0000,2023-06-10 09:35:38 +0000,122
2023-06-10 09:35:39 +0000,2023-06-10 09:35:39 +0000,122
2023-06-10 09:35:47 +0000,2023-06-10 09:35:47 +0000,119
2023-06-10 09:35:50 +0000,2023-06-10 09:35:50 +0000,116
2023-06-10 09:35:56 +0000,2023-06-10 09:35:56 +0000,108
2023-06-10 09:36:03 +0000,2023-06-10 09:36:03 +0000,100
2023-06-10 09:36:08 +0000,2023-06-10 09:36:08 +0000,102
2023-06-10 09:36:13 +0000,2023-06-10 09:36:13 +0000,102
2023-06-10 09:36:14 +0000,2023-06-10 09:36:14 +0000,103
2023-06-10 09:36:21 +0000,2023-06-10 09:36:21 +0000,94
2023-06-10 09:36:26 +0000,2023-06-10 09:36:26 +0000,90
2023-06-10 09:36:30 +0000,2023-06-10 09:36:30 +0000,92
2023-06-10 09:36:37 +0000,2023-06-10 09:36:37 +0000,87
2023-06-10 09:36:41 +0000,2023-06-10 09:36:41 +0000,91
2023-06-10 09:36:48 +0000,2023-06-10 09:36:48 +0000,84
2023-06-10 09:36:53 +0000,2023-06-10 09:36:53 +0000,86
2023-06-10 09:36:58 +0000,2023-06-10 09:36:58 +0000,85
2023-06-10 09:36:59 +0000,2023-06-10 09:36:59 +0000,86
2023-06-10 09:37:08 +0000,2023-06-10 09:37:08 +0000,81
2023-06-10 09:37:12 +0000,2023-06-10 09:37:12 +0000,80
2023-06-10 09:37:14 +0000,2023-06-10 09:37:14 +0000,81
2023-06-10 09:37:23 +0000,2023-06-10 09:37:23 +0000,81
2023-06-10 09:37:25 +0000,2023-06-10 09:37:25 +0000,80
2023-06-10 09:37:33 +0000,2023-06-10 09:37:33 +0000,81
2023-06-10 09:37:38 +0000,2023-06-10 09:37:38 +0000,80
2023-06-10 09:37:40 +0000,2023-06-10 09:37:40 +0000,80
2023-06-10 09:37:44 +0000,2023-06-10 09:37:44 +0000,81
2023-06-10 09:37:53 +0000,2023-06-10 09:37:53 +0000,86
2023-06-10 09:37:58 +0000,2023-06-10 09:37:58 +0000,84
2023-06-10 09:38:03 +0000,2023-06-10 09:38:03 +0000,84
2023-06-10 09:38:06 +0000,2023-06-10 09:38:06 +0000,85
2023-06-10 09:38:12 +0000,2023-06-10 09:38:12 +0000,88
2023-06-10 09:38:15 +0000,2023-06-10 09:38:15 +0000,86
2023-06-10 09:38:21 +0000,2023-06-10 09:38:21 +0000,88
2023-06-10 09:38:24 +0000,2023-06-10 09:38:24 +0000,91
2023-06-10 09:38:33 +0000,2023-06-10 09:38:33 +0000,96
2023-06-10 09:38:38 +0000,2023-06-10 09:38:38 +0000,92
2023-06-10 09:38:41 +0000,2023-06-10 09:38:41 +0000,89
2023-06-10 09:38:45 +0000,2023-06-10 09:38:45 +0000,89
2023-06-10 09:38:53 +0000,2023-06-10 09:38:53 +0000,82
2023-06-10 09:38:55 +0000,2023-06-10 09:38:55 +0000,82
2023-06-10 09:39:03 +0000,2023-06-10 09:39:03 +0000,81
2023-06-10 09:39:04 +0000,2023-06-10 09:39:04 +0000,80
2023-06-10 09:39:09 +0000,2023-06-10 09:39:09 +0000,84
2023-06-10 09:39:14 +0000,2023-06-10 09:39:14 +0000,84
2023-06-10 09:39:21 +0000,2023-06-10 09:39:21 +0000,89
2023-06-10 09:39:28 +0000,2023-06-10 09:39:28 +0000,82
2023-06-10 09:39:29 +0000,2023-06-10 09:39:29 +0000,83
2023-06-10 09:39:35 +0000,2023-06-10 09:39:35 +0000,85
2023-06-10 09:39:39 +0000,2023-06-10 09:39:39 +0000,84
2023-06-10 09:39:44 +0000,2023-06-10 09:39:44 +0000,87
2023-06-10 09:39:53 +0000,2023-06-10 09:39:53 +0000,88
2023-06-10 09:39:57 +0000,2023-06-10 09:39:57 +0000,89
2023-06-10 09:40:03 +0000,2023-06-10 09:40:03 +0000,86
2023-06-10 09:40:08 +0000,2023-06-10 09:40:08 +0000,87
2023-06-10 09:40:11 +0000,2023-06-10 09:40:11 +0000,87
2023-06-10 09:40:14 +0000,2023-06-10 09:40:14 +0000,86
2023-06-10 09:40:19 +0000,2023-06-10 09:40:19 +0000,88
2023-06-10 09:40:25 +0000,2023-06-10 09:40:25 +0000,91
2023-06-10 09:40:29 +0000,2023-06-10 09:40:29 +0000,90
2023-06-10 09:40:38 +0000,2023-06-10 09:40:38 +0000,89
2023-06-10 09:40:43 +0000,2023-06-10 09:40:43 +0000,85
2023-06-10 09:40:48 +0000,2023-06-10 09:40:48 +0000,82
2023-06-10 09:40:51 +0000,2023-06-10 09:40:51 +0000,82
2023-06-10 09:40:58 +0000,2023-06-10 09:40:58 +0000,77
2023-06-10 09:40:59 +0000,2023-06-10 09:40:59 +0000,77
2023-06-10 09:41:06 +0000,2023-06-10 09:41:06 +0000,82
2023-06-10 09:41:09 +0000,2023-06-10 09:41:09 +0000,84
2023-06-10 09:41:15 +0000,2023-06-10 09:41:15 +0000,85
2023-06-10 09:41:22 +0000,2023-06-10 09:41:22 +0000,81
2023-06-10 09:41:26 +0000,2023-06-10 09:41:26 +0000,79
2023-06-10 09:41:29 +0000,2023-06-10 09:41:29 +0000,79
2023-06-10 09:41:37 +0000,2023-06-10 09:41:37 +0000,81
2023-06-10 09:41:43 +0000,2023-06-10 09:41:43 +0000,75
2023-06-10 09:41:45 +0000,2023-06-10 09:41:45 +0000,75
2023-06-10 09:41:53 +0000,2023-06-10 09:41:53 +0000,73
2023-06-10 09:41:58 +0000,2023-06-10 09:41:58 +0000,71
2023-06-10 09:42:03 +0000,2023-06-10 09:42:03 +0000,71
2023-06-10 09:42:04 +0000,2023-06-10 09:42:04 +0000,72
2023-06-10 09:42:13 +0000,2023-06-10 09:42:13 +0000,68
2023-06-10 09:42:14 +0000,2023-06-10 09:42:14 +0000,68
2023-06-10 09:42:23 +0000,2023-06-10 09:42:23 +0000,71
2023-06-10 09:42:24 +0000,2023-06-10 09:42:24 +0000,70
2023-06-10 09:42:31 +0000,2023-06-10 09:42:31 +0000,71
2023-06-10 09:42:38 +0000,2023-06-10 09:42:38 +0000,65
2023-06-10 09:42:43 +0000,2023-06-10 09:42:43 +0000,67
2023-06-10 09:42:46 +0000,2023-06-10 09:42:46 +0000,69
2023-06-10 09:42:52 +0000,2023-06-10 09:42:52 +0000,68
2023-06-10 09:42:58 +0000,2023-06-10 09:42:58 +0000,68
2023-06-10 09:43:02 +0000,2023-06-10 09:43:02 +0000,68
2023-06-10 09:43:04 +0000,2023-06-10 09:43:04 +0000,68
2023-06-10 09:43:10 +0000,2023-06-10 09:43:10 +0000,67
2023-06-10 09:43:18 +0000,2023-06-10 09:43:18 +0000,70
2023-06-10 09:43:19 +0000,2023-06-10 09:43:19 +0000,70
2023-06-10 09:43:28 +0000,2023-06-10 09:43:28 +0000,67
2023-06-10 09:43:32 +0000,2023-06-10 09:43:32 +0000,66
2023-06-10 09:43:35 +0000,2023-06-10 09:43:35 +0000,66
2023-06-10 09:43:43 +0000,2023-06-10 09:43:43 +0000,69
2023-06-10 09:43:44 +0000,2023-06-10 09:43:44 +0000,69
2023-06-10 09:43:51 +0000,2023-06-10 09:43:51 +0000,73
2023-06-10 09:43:57 +0000,2023-06-10 09:43:57 +0000,69
2023-06-10 09:44:03 +0000,2023-06-10 09:44:03 +0000,68
2023-06-10 09:44:06 +0000,2023-06-10 09:44:06 +0000,69
2023-06-10 09:44:11 +0000,2023-06-10 09:44:11 +0000,68
2023-06-10 09:44:17 +0000,2023-06-10 09:44:17 +0000,66
2023-06-10 09:44:20 +0000,2023-06-10 09:44:20 +0000,67
2023-06-10 09:44:25 +0000,2023-06-10 09:44:25 +0000,70
2023-06-10 09:44:30 +0000,2023-06-10 09:44:30 +0000,70
2023-06-10 09:44:34 +0000,2023-06-10 09:44:34 +0000,70
2023-06-10 09:44:41 +0000,2023-06-10 09:44:41 +0000,69
2023-06-10 09:44:46 +0000,2023-06-10 09:44:46 +0000,70
2023-06-10 09:44:53 +0000,2023-06-10 09:44:53 +0000,70
2023-06-10 09:44:54 +0000,2023-06-10 09:44:54 +0000,69
2023-06-10 09:45:03 +0000,2023-06-10 09:45:03 +0000,63
2023-06-10 09:45:05 +0000,2023-06-10 09:45:05 +0000,63
2023-06-10 09:45:09 +0000,2023-06-10 09:45:09 +0000,64
2023-06-10 09:45:17 +0000,2023-06-10 09:45:17 +0000,63
2023-06-10 09:45:19 +0000,2023-06-10 09:45:19 +0000,64
2023-06-10 09:45:28 +0000,2023-06-10 09:45:28 +0000,74
2023-06-10 09:45:32 +0000,2023-06-10 09:45:32 +0000,75
2023-06-10 09:45:38 +0000,2023-06-10 09:45:38 +0000,76
2023-06-10 09:45:40 +0000,2023-06-10 09:45:40 +0000,75
2023-06-10 09:45:47 +0000,2023-06-10 09:45:47 +0000,71
2023-06-10 09:45:50 +0000,2023-06-10 09:45:50 +0000,70
2023-06-10 09:45:58 +0000,2023-06-10 09:45:58 +0000,67
2023-06-10 09:45:59 +0000,2023-06-10 09:45:59 +0000,67
2023-06-10 09:46:05 +0000,2023-06-10 09:46:05 +0000,66
2023-06-10 09:46:11 +0000,2023-06-10 09:46:11 +0000,69
2023-06-10 09:46:14 +0000,2023-06-10 09:46:14 +0000,67
2023-06-10 09:46:23 +0000,2023-06-10 09:46:23 +0000,64
2023-06-10 09:46:25 +0000,2023-06-10 09:46:25 +0000,64
2023-06-10 09:46:33 +0000,2023-06-10 09:46:33 +0000,65
2023-06-10 09:46:38 +0000,2023-06-10 09:46:38 +0000,67
2023-06-10 09:46:39 +0000,2023-06-10 09:46:39 +0000,67
2023-06-10 09:46:44 +0000,2023-06-10 09:46:44 +0000,66
2023-06-10 09:46:53 +0000,2023-06-10 09:46:53 +0000,64
2023-06-10 09:46:56 +0000,2023-06-10 09:46:56 +0000,65
2023-06-10 09:47:00 +0000,2023-06-10 09:47:00 +0000,67
2023-06-10 09:47:07 +0000,2023-06-10 09:47:07 +0000,68
2023-06-10 09:47:12 +0000,2023-06-10 09:47:12 +0000,68
2023-06-10 09:47:16 +0000,2023-06-10 09:47:16 +0000,68
2023-06-10 09:47:23 +0000,2023-06-10 09:47:23 +0000,66
2023-06-10 09:47:24 +0000,2023-06-10 09:47:24 +0000,65
2023-06-10 09:47:29 +0000,2023-06-10 09:47:29 +0000,67
2023-06-10 09:47:36 +0000,2023-06-10 09:47:36 +0000,69
2023-06-10 09:47:43 +0000,2023-06-10 09:47:43 +0000,70
2023-06-10 09:47:47 +0000,2023-06-10 09:47:47 +0000,71
2023-06-10 09:47:53 +0000,2023-06-10 09:47:53 +0000,69
2023-06-10 09:47:54 +0000,2023-06-10 09:47:54 +0000,69
2023-06-10 09:48:01 +0000,2023-06-10 09:48:01 +0000,74
2023-06-10 09:48:07 +0000,2023-06-10 09:48:07 +0000,71
2023-06-10 09:48:11 +0000,2023-06-10 09:48:11 +0000,71
2023-06-10 09:48:14 +0000,2023-06-10 09:48:14 +0000,71
2023-06-10 09:48:19 +0000,2023-06-10 09:48:19 +0000,70
2023-06-10 09:48:28 +0000,2023-06-10 09:48:28 +0000,66
2023-06-10 09:48:33 +0000,2023-06-10 09:48:33 +0000,66
2023-06-10 09:48:35 +0000,2023-06-10 09:48:35 +0000,66
2023-06-10 09:48:43 +0000,2023-06-10 09:48:43 +0000,65
2023-06-10 09:48:47 +0000,2023-06-10 09:48:47 +0000,66
2023-06-10 09:48:53 +0000,2023-06-10 09:48:53 +0000,66
2023-06-10 09:48:54 +0000,2023-06-10 09:48:54 +0000,66
2023-06-10 09:48:59 +0000,2023-06-10 09:48:59 +0000,67
2023-06-10 09:49:08 +0000,2023-06-10 09:49:08 +0000,77
2023-06-10 09:49:09 +0000,2023-06-10 09:49:09 +0000,78
2023-06-10 09:49:18 +0000,2023-06-10 09:49:18 +0000,89
2023-06-10 09:49:20 +0000,2023-06-10 09:49:20 +0000,89
2023-06-10 09:49:24 +0000,2023-06-10 09:49:24 +0000,81
2023-06-10 09:49:33 +0000,2023-06-10 09:49:33 +0000,72
2023-06-10 09:49:38 +0000,2023-06-10 09:49:38 +0000,70
2023-06-10 09:49:39 +0000,2023-06-10 09:49:39 +0000,70
