,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,hr_bpm,loc_speed,labelwalking,labelstanding,labelcycling,labelsitting,labeljogging,mag_x,mag_y,mag_z,pca_1,pca_2,pca_3,pca_4
2023-06-10 09:18:29.078849500,0.9519581121130338,0.5615692372759634,-0.14193731766189988,0.0841473980152338,0.26399529402509847,-0.3548747129863496,77.41666666666667,0.0,1,0,0,0,0,-103.45896281941923,-18.594885928860183,-198.0527304593362,-0.2804997670286528,-0.1626152050103072,-0.37420659050715843,0.01798699157908389
2023-06-10 09:18:29.578849500,0.8859564648590437,0.6017478941663362,-0.12894825316497038,0.016323716128492823,-0.0001906813969533776,-0.04068771978872084,77.83333333333333,0.0,1,0,0,0,0,-107.25154714197441,-13.823506600521561,-200.98812872991007,-0.30649873346855666,-0.18381913946084494,-0.3366305575589851,0.024107511937943776
2023-06-10 09:18:30.078849500,0.8591725969294558,0.6530344574139351,-0.15125828836930347,-0.011166181816956309,-0.14963538957303743,0.17512572585090463,78.25,0.0,1,0,0,0,0,-109.93838720295706,-11.290809862326729,-204.36393398688162,-0.32135745718651476,-0.20048435169268367,-0.31821466370910295,0.03312105546198823
2023-06-10 09:18:30.578849500,0.8866002207863416,0.6973353184365646,-0.1924670501636056,0.1500731150625896,0.0019262480483683085,0.03768040681889544,78.66666666666667,0.0,1,0,0,0,0,-111.18290072866525,-12.216576978335155,-206.32010271168838,-0.32112462378325735,-0.20697191247694108,-0.32050097435736885,0.04050094166152013
2023-06-10 09:18:31.078849500,0.9235440937956799,0.6886239010291411,-0.20085988977606126,0.32956384877833494,0.34638561546757446,-0.22971956864504595,79.08333333333333,0.037000000000000005,1,0,0,0,0,-111.90161643549703,-13.3354460824874,-208.15274213397996,-0.3105275181979913,-0.20482291405927952,-0.3247314612295275,0.037930475099857544
2023-06-10 09:18:31.578849500,0.9322205893583708,0.6093069019968551,-0.1614391232279413,0.33680885996084176,0.6678162319305516,-0.2355959379879327,79.5,0.07400000000000001,1,0,0,0,0,-112.79585212687917,-12.157491770771545,-212.96064766259852,-0.29042481297164796,-0.2042776566993001,-0.3215764960227196,0.028356053471297476
2023-06-10 09:18:32.078849500,0.9165492392572979,0.525444405257111,-0.13658483743374514,0.3575375871179839,0.8674900709001935,0.031008994621319928,79.91666666666667,0.111,1,0,0,0,0,-113.63744767904126,-10.792377859887452,-221.59950118297957,-0.2603343736662127,-0.21127600562775584,-0.31978489560453144,0.02088606458480759
2023-06-10 09:18:32.578849500,0.8962088847457604,0.5376669089674908,-0.19166612969250504,0.6952081114503761,0.9445624165749289,0.19823093045819073,80.33333333333333,0.14800000000000002,1,0,0,0,0,-113.60781519686496,-13.141905708832347,-230.91661660632371,-0.22911581789309807,-0.22448127956656597,-0.32934812120771756,0.025835964945771277
2023-06-10 09:18:33.078849500,0.8839275696190495,0.6613322001800733,-0.29335265772388947,1.169035372367202,0.8661544226279569,0.0344715098660052,80.75,0.185,1,0,0,0,0,-111.90622357225764,-19.499603810994756,-236.41500930696202,-0.21271540507048176,-0.23038426453237065,-0.34809857373813946,0.04242508044487332
2023-06-10 09:18:33.578849500,0.8942591879735957,0.7942062530214727,-0.3332730183130941,1.1931896660369625,0.5915491749262255,-0.25705145633775656,81.16666666666667,0.222,1,0,0,0,0,-108.29478490466491,-25.70527793163568,-236.3092315173685,-0.21864559004067655,-0.21162822980265678,-0.36961764207495096,0.058639948705404045
2023-06-10 09:18:34.078849500,0.939372156648146,0.827608262640608,-0.2638846938783969,0.586473465942891,0.20983802325976245,-0.34194844384145834,81.58333333333333,0.259,1,0,0,0,0,-103.50446120953795,-27.718184797470688,-232.6913768103455,-0.23696977721731322,-0.16763033832012436,-0.3935057442257337,0.06487181725841305
2023-06-10 09:18:34.578849500,0.9980360763445455,0.7581942845672583,-0.1648992555240721,-0.0746841205897601,-0.06969764192145746,-0.17652591699597375,82.0,0.29600000000000004,1,0,0,0,0,-99.02710435683116,-25.753607648662186,-229.09682899881636,-0.2476697969448457,-0.12221029356630791,-0.419808616541398,0.0629923734459797
2023-06-10 09:18:35.078849500,1.016089803437509,0.6630173049288651,-0.14368702188012564,-0.18039935838761745,-0.12262725202136489,0.005828531882422716,83.2,0.333,1,0,0,0,0,-96.159661539376,-23.181962082750594,-227.46058673426467,-0.23484127932967247,-0.09799228848313431,-0.4368107793697229,0.06431988676059842
2023-06-10 09:18:35.578849500,0.9651922713761386,0.5996491564751885,-0.20194896801515247,0.12289651575551584,-0.04288724603949097,0.02492865345091152,84.4,0.37,1,0,0,0,0,-95.23100440934728,-22.028150036258314,-227.36439579892692,-0.20694956476929544,-0.10095988194196469,-0.4352788291752392,0.06611950184031959
2023-06-10 09:18:36.078849500,0.8867891362465352,0.5756977366580903,-0.24555833301249402,0.23837012105280742,-0.005759742744486175,-0.0775409076649758,85.6,0.37,1,0,0,0,0,-95.83699947249607,-20.800078176763417,-227.5431972049491,-0.19064595072712925,-0.11269139916066812,-0.4147225257528409,0.07063601149496095
2023-06-10 09:18:36.578849500,0.8471225465907858,0.5917140206210298,-0.21274690051536566,0.035661635422699636,-0.036677120247000365,-0.1638221485697993,86.8,0.37,1,0,0,0,0,-97.40292816488987,-17.24239288648213,-227.46645158355022,-0.21091744489515704,-0.11374460332937436,-0.38671406669398384,0.07857765732021318
2023-06-10 09:18:37.078849500,0.8514885094904692,0.6524895010409602,-0.1407098575563634,-0.0256228007586651,-0.009272021812129634,-0.16724428881856232,88.0,0.37,1,0,0,0,0,-98.95605697648499,-12.381537707906977,-227.37639077864387,-0.2603931070202531,-0.10697195054655328,-0.36331915633678946,0.09388719535861288
2023-06-10 09:18:37.578849500,0.8382013039798545,0.7325683609336107,-0.09464775664083343,0.275136683314213,0.12123358693055826,-0.11664234561790982,89.2,0.37,1,0,0,0,0,-98.73962754825021,-10.364272706735749,-227.32023383174888,-0.29949276427103194,-0.09990889991049706,-0.3480969174033046,0.11228147412816714
2023-06-10 09:18:38.078849500,0.773010767214093,0.7821177510220173,-0.07892118039159055,0.4660053411152989,0.1932360447669334,-0.06606803727045385,90.4,0.37,1,0,0,0,0,-95.40271513639375,-13.77457480858442,-226.94206279639818,-0.29758915273732184,-0.08729842563995727,-0.3417623554971572,0.12462604765411199
2023-06-10 09:18:38.578849500,0.7150672330504553,0.7820143460203854,-0.055713371262519885,0.05109262243101589,0.03012101059880416,-0.02863239640803408,91.6,0.37,1,0,0,0,0,-90.31594219832057,-20.242277779404898,-226.6212977916186,-0.26597532977300803,-0.06087330729522275,-0.34786061614963426,0.12876719720170135
2023-06-10 09:18:39.078849500,0.7459312659574694,0.755739372965753,-0.024335810958284573,-0.7012052399151859,-0.3013406459513379,0.023398712059611467,92.8,0.37,1,0,0,0,0,-87.69616586115687,-24.819339503666114,-228.199417796177,-0.23581244085197905,-0.03174761956813932,-0.3645784936500234,0.13032811583644302
2023-06-10 09:18:39.578849500,0.8465862581316506,0.720832330578404,-0.02791036412296485,-1.058017277992886,-0.5301957324265582,0.07103589471407744,94.0,0.37,1,0,0,0,0,-90.71082497092021,-24.89012744138,-233.30099374523098,-0.2158974611939629,-0.026085221398903423,-0.3760615854610564,0.13237077583860685
2023-06-10 09:18:40.078849500,0.9068486293426614,0.6766491933135919,-0.07482737402306401,-0.771404625141955,-0.47623603785671115,-0.005191052332036392,95.125,0.37,1,0,0,0,0,-97.1353276364722,-21.256773451070746,-240.4492874327147,-0.19951545162419246,-0.050951831791807074,-0.3667329356714717,0.13420636311800477
2023-06-10 09:18:40.578849500,0.8770259726306499,0.6497648387162211,-0.10313418761419343,-0.2956886950519634,-0.22521295259822235,-0.2638217898369665,96.25,0.37,1,0,0,0,0,-100.43034979383724,-15.464002154897074,-245.0293015655046,-0.2024664564284156,-0.07453366141085896,-0.34676426807992794,0.14292186107598942
2023-06-10 09:18:41.078849500,0.8446153301621065,0.6816949681623549,-0.062244597657615024,-0.058354834519428224,-0.009686872487645696,-0.4627034951575,97.375,0.37,1,0,0,0,0,-96.70280345659445,-9.125447981373632,-243.68869785517543,-0.24752285377817979,-0.060083380215619424,-0.3488041437516475,0.16726470766768697
2023-06-10 09:18:41.578849500,0.8981131937520589,0.727832381035603,-0.008828471052010935,0.040757188382873906,0.0031663588688025713,-0.18955534128527246,98.5,0.37,1,0,0,0,0,-90.28267441782224,-6.146158232756745,-238.7080789003394,-0.29396827795163405,-0.017745874880610784,-0.3821350836633297,0.19424640098802798
2023-06-10 09:18:42.078849500,0.9584940831182117,0.6352532726583832,-0.07125785773456836,0.237046811160182,-0.196668251288367,0.5915280358814459,99.625,0.3381395348837209,1,0,0,0,0,-90.63305814383803,-11.598808246093277,-236.44151671482538,-0.23473518953971748,-0.009859256372599719,-0.401980348501656,0.18798018954042064
