,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,hr_bpm,labelwalking,labelstanding,labelcycling,labelsitting,labeljogging,mag_x,mag_y,mag_z
2023-06-10 09:30:30.078849500,0.17093125,-0.30216765,-0.9493785,-0.03910546,0.063709304,-0.10375375,79.33333333333333,0,1,0,0,0,-96.336655,-38.370304,-266.26273
2023-06-10 09:30:31.078849500,0.192647,-0.25784904,-0.9390709,-0.20271173,0.18413724,-0.073154084,80.0,0,1,0,0,0,-93.73072,-35.240707,-264.0907
2023-06-10 09:30:32.078849500,0.15603684,0.0072044604,-0.9650036,-0.3887271,-0.31425604,-0.19407967,80.66666666666667,0,1,0,0,0,-97.30659,-20.211405,-259.2111
2023-06-10 09:30:33.078849500,0.018929748,0.346474,-0.8968721,0.5696038,-0.13125491,0.2576871,81.33333333333333,0,1,0,0,0,-106.689995,-12.50983,-259.00546
2023-06-10 09:30:34.078849500,0.16156346,-0.11989047,-1.0236669,-0.44750175,0.32385805,0.8506798,82.0,0,1,0,0,0,-97.91179,-36.0329,-261.008
2023-06-10 09:30:35.078849500,-0.06695187,-0.17734042,-0.9522258,0.6295744,-0.07418509,0.20342557,81.75,0,1,0,0,0,-108.93101,-48.672993,-261.78455
2023-06-10 09:30:36.078849500,0.15711334,-0.34138778,-0.92035764,0.004038559,-0.105256684,-0.32280266,81.5,0,1,0,0,0,-104.02271,-54.377197,-257.61847
2023-06-10 09:30:37.078849500,-0.01542232,-0.40391248,-0.9168407,-0.02094358,0.019219503,-0.024712348,81.25,0,1,0,0,0,-107.49819,-53.47398,-259.92593
2023-06-10 09:30:38.078849500,0.06370807,-0.35836777,-0.9437048,-0.054608632,-0.04084212,-0.14353429,81.0,0,1,0,0,0,-106.00587,-48.527016,-261.8157
2023-06-10 09:30:39.078849500,0.10482526,-0.29622364,-0.9535744,-0.09177923,0.21379855,0.09924235,81.83333333333333,0,1,0,0,0,-104.053246,-45.847168,-261.4482
2023-06-10 09:30:40.078849500,0.1595816,-0.29268065,-0.93388563,0.10588556,-0.15681185,0.1728543,82.66666666666667,0,1,0,0,0,-101.64053,-47.952457,-258.76132
2023-06-10 09:30:41.078849500,0.048613578,-0.35483158,-0.9379212,0.004024052,0.020636417,-0.01869672,83.5,0,1,0,0,0,-105.92394,-51.23833,-260.04788
2023-06-10 09:30:42.078849500,0.017092772,-0.39202157,-0.9295898,0.009921776,0.15520786,-0.037134297,84.33333333333333,0,1,0,0,0,-106.399925,-53.20061,-259.51318
2023-06-10 09:30:43.078849500,0.24414048,-0.28708634,-0.9232738,-0.09213717,0.07842533,0.1544762,85.16666666666667,0,1,0,0,0,-99.16432,-51.648426,-256.105
2023-06-10 09:30:44.078849500,0.077371,-0.27722308,-0.9218711,-0.4061543,-0.73292387,0.08067473,86.0,0,1,0,0,0,-108.86197,-54.40939,-258.15112
2023-06-10 09:30:45.078849500,-0.8688957,0.16491884,-0.3817473,-0.75116354,-0.6340805,-0.0925491,86.14285714285714,0,1,0,0,0,-160.88646,-29.492899,-253.93611
2023-06-10 09:30:46.078849500,-0.9483357,0.16301925,-0.24021484,-0.24569504,0.13615368,-0.0006857961,86.28571428571429,0,1,0,0,0,-165.6639,-18.79954,-246.73149
2023-06-10 09:30:47.078849500,-0.94892406,0.18526451,-0.27860868,0.11040278,-0.0128701255,-0.012211842,86.42857142857143,0,1,0,0,0,-164.29576,-17.547218,-248.09613
2023-06-10 09:30:48.078849500,-0.89602894,0.19477397,-0.3476268,0.7763279,-0.011061978,0.40250605,86.57142857142857,0,1,0,0,0,-164.73662,-25.543884,-249.9098
2023-06-10 09:30:49.078849500,-0.89391816,0.26779816,-0.36980134,1.199732,-0.08760538,0.5661702,86.71428571428571,0,1,0,0,0,-167.15019,-38.22047,-243.40605
2023-06-10 09:30:50.078849500,-0.88035583,0.29760712,-0.34140062,-0.3128378,-0.35933942,-0.24067886,86.85714285714286,0,1,0,0,0,-171.60396,-39.33992,-233.35904
2023-06-10 09:30:51.078849500,-0.9473817,0.17899284,-0.29299542,0.23279876,0.05647788,0.11378919,87.0,0,1,0,0,0,-172.03514,-43.05558,-232.12251
2023-06-10 09:30:52.078849500,-0.92190707,0.05806154,-0.36894998,-0.0075955656,-0.022481948,-0.16936725,87.5,0,1,0,0,0,-172.23528,-46.66637,-230.06929
2023-06-10 09:30:53.078849500,-0.95789886,0.046276093,-0.2883522,0.004576782,-0.06387766,-0.01076107,88.0,0,1,0,0,0,-169.59023,-50.57431,-234.85481
2023-06-10 09:30:54.078849500,-0.92750627,0.0215861,-0.33484936,-0.9464635,0.05611356,-0.37138304,88.5,0,1,0,0,0,-165.97202,-49.462883,-241.3751
2023-06-10 09:30:55.078849500,-0.93929297,0.069450304,-0.37102053,0.3033008,0.036575127,0.07512322,89.0,0,1,0,0,0,-163.51068,-47.252163,-246.03447
2023-06-10 09:30:56.078849500,-0.9089516,-0.0143058775,-0.39532045,-0.097580075,-0.052839257,-0.0505594,89.5,0,1,0,0,0,-160.70528,-48.756718,-248.98308
2023-06-10 09:30:57.078849500,-0.92707396,-0.024514554,-0.36857265,0.014916437,0.0077641453,-0.0027283446,90.0,0,1,0,0,0,-161.67493,-48.48717,-248.14085
2023-06-10 09:30:58.078849500,-0.9267746,-0.013588029,-0.365903,-0.012902693,-0.0113132885,0.023199366,90.0,0,1,0,0,0,-161.69168,-48.161034,-248.24454
2023-06-10 09:30:59.078849500,-0.9307889,0.0028987122,-0.36079955,0.008031064,0.0034189285,0.005911034,89.11111111111111,0,1,0,0,0,-161.9071,-47.43644,-248.27148
2023-06-10 09:31:00.078849500,-0.9279038,0.0098884655,-0.36033368,-0.03475019,0.007896288,0.019563898,88.22222222222223,0,1,0,0,0,-161.95476,-46.808327,-248.80954
2023-06-10 09:31:01.078849500,-0.9315699,0.02919253,-0.36221328,0.0069873706,-0.0023794377,-0.018740242,87.33333333333333,0,1,0,0,0,-162.33015,-45.8742,-248.6797
2023-06-10 09:31:02.078849500,-0.93010116,0.018396301,-0.3583328,0.002626829,-0.00016707432,-0.0056426814,86.44444444444444,0,1,0,0,0,-162.19876,-46.27292,-248.3492
2023-06-10 09:31:03.078849500,-0.9306949,0.017747821,-0.35571444,-9.511511e-05,0.0041150707,-0.0027574638,85.55555555555556,0,1,0,0,0,-162.1673,-46.18554,-248.43297
2023-06-10 09:31:04.078849500,-0.974754,0.10599094,-0.25215134,-1.2665049,-0.1436734,-0.34015954,84.66666666666667,0,1,0,0,0,-162.40175,-39.479576,-249.14359
2023-06-10 09:31:05.078849500,-0.8808615,0.17927228,-0.33788538,-0.96672076,0.2614368,-0.23565826,83.77777777777777,0,1,0,0,0,-162.43379,-8.770751,-239.24706
2023-06-10 09:31:06.078849500,-0.95982516,0.25041625,-0.35942993,0.775101,-0.04645138,0.38182056,82.88888888888889,0,1,0,0,0,-162.13232,-7.5703354,-235.40732
2023-06-10 09:31:07.078849500,-0.88898766,0.18115388,-0.29095444,-0.43517622,-0.04043871,-0.29882678,82.0,0,1,0,0,0,-160.31847,-14.107067,-245.83508
2023-06-10 09:31:08.078849500,-0.9403599,0.17460108,-0.3780069,0.60954815,-0.14560325,0.2160695,82.75,0,1,0,0,0,-159.65195,-14.06489,-248.84244
2023-06-10 09:31:09.078849500,-0.85763776,0.17981568,-0.43719864,0.26053149,0.24153633,0.120781966,83.5,0,1,0,0,0,-159.04686,-25.783606,-258.5671
2023-06-10 09:31:10.078849500,-0.12194393,0.13634714,-0.80055994,-0.21338008,1.6776193,-0.6680995,84.25,0,1,0,0,0,-118.97578,-21.86052,-264.44592
2023-06-10 09:31:11.078849500,0.8246084,0.65938824,-0.46011737,-0.543042,1.2944256,-0.30182534,85.0,0,1,0,0,0,-94.75326,-4.477789,-218.18669
2023-06-10 09:31:12.078849500,0.047845308,0.89402163,0.05836151,0.08845089,0.7707919,-1.1127625,85.33333333333333,0,1,0,0,0,-140.74632,3.2642949,-201.76291
2023-06-10 09:31:13.078849500,-0.21163432,0.9750895,-0.029525295,0.041773874,0.07469237,-0.023415348,85.66666666666667,0,1,0,0,0,-155.55939,3.2532585,-210.63766
2023-06-10 09:31:14.078849500,-0.21128413,0.9742655,-0.04886974,0.0057218606,0.030159416,-0.0017337529,86.0,0,1,0,0,0,-156.03616,3.0889504,-212.37103
2023-06-10 09:31:15.078849500,-0.21043533,0.9736531,-0.049490813,0.004832193,0.016521426,-0.0025811922,85.125,0,1,0,0,0,-156.11568,3.0869007,-212.66075
2023-06-10 09:31:16.078849500,-0.2093438,0.9740138,-0.055247914,0.0053057484,0.016456796,-0.0017250692,84.25,0,1,0,0,0,-156.38268,3.148677,-213.39334
2023-06-10 09:31:17.078849500,-0.20903555,0.9740334,-0.05430495,0.008950647,0.025046194,0.00083008327,83.375,0,1,0,0,0,-156.24136,3.2142644,-213.67723
2023-06-10 09:31:18.078849500,-0.2057119,0.9737265,-0.06733611,0.0060261767,0.010204953,-0.0027635624,82.5,0,1,0,0,0,-156.2646,3.2640307,-214.73666
2023-06-10 09:31:19.078849500,-0.20784469,0.9732137,-0.06672134,0.005596789,0.006203898,-0.0032997185,81.625,0,1,0,0,0,-156.42195,3.293334,-214.5652
2023-06-10 09:31:20.078849500,-0.20892349,0.97349256,-0.06795463,0.004721992,0.0064739822,-0.0013084643,80.75,0,1,0,0,0,-156.54343,3.2044375,-214.91537
2023-06-10 09:31:21.078849500,-0.20820557,0.9732461,-0.06909272,0.0043872083,0.010985055,-0.0009294701,79.875,0,1,0,0,0,-156.47655,3.357849,-215.13977
2023-06-10 09:31:22.078849500,-0.2067778,0.97340757,-0.069313504,0.005654811,0.0053501963,-0.0016760025,79.0,0,1,0,0,0,-156.52687,3.2965226,-215.21602
2023-06-10 09:31:23.078849500,-0.20668831,0.9732288,-0.06838512,0.0023409824,-0.0031755506,-9.176986e-05,79.0,0,1,0,0,0,-156.66609,3.1058016,-215.22571
2023-06-10 09:31:24.078849500,-0.20731439,0.9740878,-0.064906724,0.0045401272,0.006763146,-0.0016236136,79.0,0,1,0,0,0,-156.55936,3.2349865,-215.26237
2023-06-10 09:31:25.078849500,-0.20371109,0.9743347,-0.063498996,0.0025604654,0.012103876,0.002238637,79.0,0,1,0,0,0,-156.43886,3.3227825,-215.58374
2023-06-10 09:31:26.078849500,-0.20528004,0.9742603,-0.06591396,0.005172064,0.0035718102,-0.0035770887,79.0,0,1,0,0,0,-156.58159,2.9835165,-215.44025
2023-06-10 09:31:27.078849500,-0.20550953,0.9741374,-0.060232297,9.2955095e-05,-0.010699282,-0.0036229885,79.5,0,1,0,0,0,-156.52307,3.1629832,-215.03128
2023-06-10 09:31:28.078849500,-0.20900467,0.97410995,-0.057053987,0.0061134263,-0.0030968287,-0.0024384225,80.0,0,1,0,0,0,-156.41737,3.2358851,-214.77385
2023-06-10 09:31:29.078849500,-0.20764053,0.97393227,-0.057835743,0.004679193,0.014221694,0.0008513857,80.5,0,1,0,0,0,-156.53905,3.3500912,-214.71361
2023-06-10 09:31:30.078849500,-0.20740779,0.9739941,-0.06254886,0.008330767,0.00994529,-0.0029963066,81.0,0,1,0,0,0,-156.5635,3.2310317,-215.10155
2023-06-10 09:31:31.078849500,-0.20741133,0.97507995,-0.061448377,0.0013740297,0.0034511958,0.0010243782,81.5,0,1,0,0,0,-156.57089,3.2219338,-215.12129
2023-06-10 09:31:32.078849500,-0.20466354,0.973222,-0.063405,0.0081247315,0.010874483,-0.0021288502,82.0,0,1,0,0,0,-156.567,3.205168,-215.32356
2023-06-10 09:31:33.078849500,-0.20611094,0.9740798,-0.062756166,0.0040802904,0.0054753153,-0.0006592256,83.0,0,1,0,0,0,-156.53696,3.2510962,-215.07812
2023-06-10 09:31:34.078849500,-0.20561928,0.97408116,-0.062885016,0.0051783067,-0.00017427567,-0.0020650742,83.28571428571429,0,1,0,0,0,-156.46048,3.1849513,-215.20435
2023-06-10 09:31:35.078849500,-0.20649323,0.97432005,-0.062678374,0.0033035465,0.0018572588,-0.00029252266,83.57142857142857,0,1,0,0,0,-156.36784,3.0951986,-215.26959
2023-06-10 09:31:36.078849500,-0.19485535,0.97632855,-0.04961927,-0.058466416,0.06882077,0.035573527,83.85714285714286,0,1,0,0,0,-156.15187,3.252268,-215.06421
2023-06-10 09:31:37.078849500,-0.047932018,0.99678963,-0.0019091982,0.030980876,-0.029528825,0.3093293,84.14285714285714,0,1,0,0,0,-149.0028,7.3202195,-213.30444
2023-06-10 09:31:38.078849500,0.19284576,0.9768634,0.047303926,-0.12628947,-0.07961691,-0.03532289,84.42857142857143,0,1,0,0,0,-141.65166,10.994889,-212.47182
2023-06-10 09:31:39.078849500,0.090664335,0.9917587,0.11253758,-0.08302014,-0.12038603,-0.04212605,84.71428571428571,0,1,0,0,0,-144.66843,9.061024,-206.98402
2023-06-10 09:31:40.078849500,0.0025802767,0.9717481,0.19893561,-0.111173384,-0.20123556,-0.12660392,85.0,0,1,0,0,0,-145.5849,5.992154,-199.69586
2023-06-10 09:31:41.078849500,0.11833206,1.0695775,0.08972641,-0.28241226,-1.3459269,-0.026117662,85.33333333333333,0,1,0,0,0,-122.49517,7.0994654,-202.81036
2023-06-10 09:31:42.078849500,-0.017833518,0.8868421,0.1519572,0.5999724,-1.0719721,-0.5256524,85.66666666666667,0,1,0,0,0,-115.85149,5.2932796,-201.34283
2023-06-10 09:31:43.078849500,-0.17164381,1.0582745,0.12849411,-0.53508127,1.588507,0.48932028,86.0,0,1,0,0,0,-120.78942,3.573001,-194.30765
2023-06-10 09:31:44.078849500,0.1402272,0.90039754,0.10103091,0.099823035,-1.8428468,1.5888839,86.33333333333333,0,1,0,0,0,-117.43491,-3.3152633,-201.02434
2023-06-10 09:31:45.078849500,0.059789125,-0.25181535,-0.9588944,0.5793369,-0.750712,0.49644217,86.66666666666667,1,1,0,0,0,-112.21976,-64.467545,-250.45619
2023-06-10 09:31:46.078849500,-0.0587189,-0.57796484,-0.7603436,0.3052969,-0.274639,-0.07124673,87.0,1,0,0,0,0,-121.170746,-76.610016,-241.86214
2023-06-10 09:31:47.078849500,-0.1048641,-0.63364434,-0.76831377,-0.1167818,0.4504406,0.368656,87.33333333333333,1,0,0,0,0,-123.38124,-76.871284,-242.01414
2023-06-10 09:31:48.078849500,-0.16105087,-0.6763347,-0.69878066,0.14426737,-0.24184516,-0.059783943,87.66666666666667,1,0,0,0,0,-130.8953,-78.2988,-240.20229
2023-06-10 09:31:49.078849500,0.11163946,-0.54497534,-0.8576876,-0.6486081,0.5216133,0.024692312,88.0,1,0,0,0,0,-119.83526,-72.31139,-247.60938
2023-06-10 09:31:50.078849500,0.49407575,-0.17527154,-0.8051966,-0.31710213,0.59934485,-0.7212139,88.33333333333333,1,0,0,0,0,-104.658844,-62.624573,-245.21516
2023-06-10 09:31:51.078849500,0.7722876,0.20762207,-0.7168977,0.64167994,0.3693156,-0.6046671,88.66666666666667,1,0,0,0,0,-84.0779,-42.354355,-232.18576
2023-06-10 09:31:52.078849500,0.9223001,0.4345364,-0.63200504,0.0628861,0.039971456,-0.11936348,89.0,1,0,0,0,0,-82.1582,-28.303421,-222.55351
2023-06-10 09:31:53.078849500,0.75412786,0.5388652,-0.5273525,-0.591849,-0.24153855,-0.0664161,88.6,1,0,0,0,0,-84.0535,-17.914228,-225.43684
2023-06-10 09:31:54.078849500,0.68630373,0.6338898,-0.54571486,0.46416518,0.5400126,0.48994973,88.2,1,0,0,0,0,-88.40772,-22.266474,-230.11168
2023-06-10 09:31:55.078849500,0.9025036,0.5625385,-0.39286187,0.2992311,0.14538002,-0.12339956,87.8,1,0,0,0,0,-83.15403,-23.036127,-220.23138
2023-06-10 09:31:56.078849500,0.8859088,0.6208627,-0.5715676,-0.0835966,-0.0025263159,-0.08365727,87.4,1,0,0,0,0,-83.49397,-20.675106,-223.83641
2023-06-10 09:31:57.078849500,0.81436944,0.6785386,-0.5588757,-0.38992003,-0.07799466,-0.13081664,87.0,1,0,0,0,0,-85.699814,-20.826359,-225.45592
2023-06-10 09:31:58.078849500,0.855453,0.36503938,-0.63165647,-0.23887748,0.18809588,0.19179422,87.0,1,0,0,0,0,-83.67146,-37.171772,-227.12419
2023-06-10 09:31:59.078849500,0.7853899,0.5620065,-0.51579237,-0.29235798,-0.29246968,-0.4958117,87.0,1,0,0,0,0,-86.189964,-26.496628,-224.74164
2023-06-10 09:32:00.078849500,0.6811679,0.6882095,-0.5237481,0.1051569,0.15767881,-0.32513902,87.0,1,0,0,0,0,-87.44287,-21.518476,-222.31964
2023-06-10 09:32:01.078849500,0.65425354,0.18195541,-0.79884905,0.4547215,0.023891227,2.1318982,87.33333333333333,1,0,0,0,0,-98.67068,-45.462376,-235.5103
2023-06-10 09:32:02.078849500,0.26567355,-0.256272,-0.75412357,-0.48238376,0.8281718,-0.26382756,87.66666666666667,1,0,0,0,0,-112.71503,-65.44098,-247.68602
2023-06-10 09:32:03.078849500,0.8125074,0.5459727,-0.34694973,0.65029585,0.76294565,-0.987245,88.0,1,0,0,0,0,-91.48626,-22.875189,-225.16829
2023-06-10 09:32:04.078849500,0.5993036,0.61564237,0.060817108,0.6651836,0.2807252,-0.816478,89.11111111111111,1,0,0,0,0,-98.14692,-15.782289,-197.02716
2023-06-10 09:32:05.078849500,-0.15653452,0.93272585,0.15013246,-0.003440879,0.46355152,0.072537035,90.22222222222223,1,0,0,0,0,-134.6969,-0.48980236,-190.0387
2023-06-10 09:32:06.078849500,-0.15854499,1.0479373,0.15935509,-0.37311566,0.22562772,0.15586166,91.33333333333333,1,0,0,0,0,-139.51373,-1.2016611,-192.14136
2023-06-10 09:32:07.078849500,-0.2259082,0.97070146,0.19530839,-0.27203363,0.04937694,0.07378177,92.44444444444444,1,0,0,0,0,-142.39742,-0.079035036,-193.31609
2023-06-10 09:32:08.078849500,-0.16313541,1.06136,0.166007,-0.10501028,-0.19715574,0.048872646,93.55555555555556,1,0,0,0,0,-140.2054,1.4870458,-191.62366
2023-06-10 09:32:09.078849500,-0.09234064,0.879153,0.016894717,0.119342536,0.20843415,0.083386734,94.66666666666667,1,0,0,0,0,-138.64352,1.2927046,-191.2572
2023-06-10 09:32:10.078849500,-0.15455566,1.1533784,0.11071099,-0.10711248,0.04619396,0.25459278,95.77777777777777,1,0,0,0,0,-141.9028,0.4268428,-192.29889
2023-06-10 09:32:11.078849500,-0.19144195,1.040036,0.1535849,0.07015119,0.56690407,0.16354074,96.88888888888889,1,0,0,0,0,-150.34773,-1.9978794,-198.78447
2023-06-10 09:32:12.078849500,-0.07600326,0.97190255,0.13017596,0.3113905,0.2824087,0.28380245,98.0,1,0,0,0,0,-152.89775,0.83932996,-208.40268
2023-06-10 09:32:13.078849500,-0.23776692,0.9205102,0.15343113,0.27393013,-0.11650799,-0.016560169,98.5,1,0,0,0,0,-153.20767,1.3119866,-208.15285
2023-06-10 09:32:14.078849500,-0.15659653,1.0046179,0.14614044,-0.29718682,0.21510555,0.18224299,99.0,1,0,0,0,0,-153.84192,1.0974703,-207.09087
2023-06-10 09:32:15.078849500,-0.17959101,0.99015963,0.14884548,-0.35169265,0.117358334,0.11655618,99.5,1,0,0,0,0,-152.94467,2.0887218,-207.59943
2023-06-10 09:32:16.078849500,-0.058471527,0.94858575,0.096399635,-0.12516008,0.056447472,0.0193351,100.0,1,0,0,0,0,-153.8389,3.1843956,-206.79388
2023-06-10 09:32:17.078849500,-0.18156753,1.1090664,0.13970947,0.16925968,-0.5639323,0.11677104,99.5,1,0,0,0,0,-152.55328,4.1451244,-205.48523
2023-06-10 09:32:18.078849500,-0.080878675,0.941713,0.16141364,0.5369734,-0.12774748,0.047066584,99.0,1,0,0,0,0,-150.40639,1.6859745,-198.96663
2023-06-10 09:32:19.078849500,-0.19522294,0.9454336,0.13932939,0.030013377,0.26902455,0.23041484,98.6,1,0,0,0,0,-152.01822,0.48365152,-198.54306
2023-06-10 09:32:20.078849500,-0.18895508,1.008699,0.15907013,-0.28313202,-0.34733215,-0.0018036676,98.2,1,0,0,0,0,-151.86678,-0.32509413,-197.03621
2023-06-10 09:32:21.078849500,-0.18640383,0.9823596,0.19900945,0.099051304,-1.12913,-0.1875051,97.8,1,0,0,0,0,-132.7945,3.5501442,-189.86754
2023-06-10 09:32:22.078849500,-0.25400072,0.9546111,0.13254385,0.24330428,-0.70008594,-0.30096868,97.4,1,0,0,0,0,-118.2463,10.968868,-199.22717
2023-06-10 09:32:23.078849500,-0.2395108,0.9492029,0.17100953,-0.001740865,-0.11986192,0.06126373,97.0,1,0,0,0,0,-114.26182,12.150052,-204.49644
2023-06-10 09:32:24.078849500,-0.1895396,0.96212643,0.18875061,0.01937672,-0.03728962,0.02593195,96.55555555555556,1,0,0,0,0,-112.324326,11.519621,-205.05447
2023-06-10 09:32:25.078849500,-0.14269048,0.9677953,0.19560611,-0.032178536,-0.03349984,0.027914522,96.11111111111111,1,0,0,0,0,-110.20808,10.638562,-204.99638
2023-06-10 09:32:26.078849500,-0.13687488,0.95465904,0.25651982,-0.003431233,0.05063736,-0.022340374,95.66666666666667,1,0,0,0,0,-110.338905,9.812493,-203.25697
2023-06-10 09:32:27.078849500,-0.15820953,0.9549396,0.23933502,0.025206987,-0.19154975,-0.029957697,95.22222222222223,1,0,0,0,0,-110.464386,10.291601,-204.60248
2023-06-10 09:32:28.078849500,-0.12442448,0.96375173,0.2293453,0.01632697,0.081383854,0.032348167,94.77777777777777,1,0,0,0,0,-109.69361,10.462011,-206.45976
2023-06-10 09:32:29.078849500,-0.23463564,0.9396543,0.27103618,-0.045245074,-0.32832485,-0.16191982,94.33333333333333,1,0,0,0,0,-112.95742,11.978419,-209.85773
2023-06-10 09:32:30.078849500,-0.194579,0.90700394,0.26636046,-0.13052599,0.26288706,-0.0041255043,93.88888888888889,1,0,0,0,0,-114.97807,12.141712,-209.04135
2023-06-10 09:32:31.078849500,-0.32915968,0.8919326,0.3848009,-0.17227815,0.22495906,0.14462993,93.44444444444444,1,0,0,0,0,-118.78472,7.30798,-193.21289
2023-06-10 09:32:32.078849500,-0.28457394,0.8477814,0.5189058,-0.019337445,0.14794701,0.18030906,93.0,1,0,0,0,0,-116.28423,2.6592312,-189.15015
2023-06-10 09:32:33.078849500,-0.081388704,0.96090484,0.13426788,0.37915525,0.10004101,0.17832375,92.5,1,0,0,0,0,-111.297356,5.495237,-196.25925
2023-06-10 09:32:34.078849500,-0.29258776,0.90592724,0.23843399,-0.33651802,-0.5638567,-0.31472903,92.0,1,0,0,0,0,-114.38703,9.184313,-200.12341
2023-06-10 09:32:35.078849500,-0.4055612,0.86202633,0.28253928,0.14293677,0.024363248,-0.0746724,92.25,1,0,0,0,0,-116.71467,9.058374,-196.20134
2023-06-10 09:32:36.078849500,-0.29910338,0.94330186,0.23973328,0.17180055,-0.07698413,0.114572935,92.5,1,0,0,0,0,-118.30627,11.458676,-208.17921
2023-06-10 09:32:37.078849500,0.18797949,0.53704524,-0.23671915,0.6300762,-2.9555273,1.8206036,92.75,1,0,0,0,0,-115.401886,-19.221205,-239.70764
2023-06-10 09:32:38.078849500,-0.020257816,-0.44648805,-0.85483587,0.46421957,0.19621359,-0.12975232,93.0,1,0,0,0,0,-153.81117,-58.564457,-254.92654
2023-06-10 09:32:39.078849500,-0.022657298,-0.54871994,-0.8330736,-0.054174695,0.096383914,0.036946997,94.66666666666667,1,0,0,0,0,-151.71959,-62.897087,-254.2057
2023-06-10 09:32:40.078849500,0.028419495,-0.5628218,-0.8345465,-0.0347891,0.019899458,-0.029563366,96.33333333333333,1,0,0,0,0,-149.87604,-63.224693,-255.75598
2023-06-10 09:32:41.078849500,0.043524846,-0.5015709,-0.8631054,0.008886734,-0.0077227433,-0.04133588,98.0,1,0,1,0,0,-148.74405,-61.54853,-257.6468
2023-06-10 09:32:42.078849500,0.04513365,-0.55275905,-0.8346726,0.03834372,-0.008424589,-0.02733625,99.66666666666667,0,0,1,0,0,-148.76028,-64.59495,-255.31023
2023-06-10 09:32:43.078849500,0.041716613,-0.5870233,-0.80925506,0.02341474,-0.016744822,0.0029326677,101.33333333333333,0,0,1,0,0,-148.72455,-66.36562,-253.49792
2023-06-10 09:32:44.078849500,0.039438576,-0.5791689,-0.8166251,-0.006440578,0.03194684,-0.0024942926,103.0,0,0,1,0,0,-148.97256,-65.833565,-253.92848
2023-06-10 09:32:45.078849500,0.089305066,-0.5816247,-0.8138839,0.03598162,0.05494359,0.0034791592,102.0,0,0,1,0,0,-146.84084,-66.18892,-254.88466
2023-06-10 09:32:46.078849500,0.7642833,-0.03849716,-0.43555084,0.28202784,1.3684365,-1.4828266,101.0,0,0,1,0,0,-121.005775,-52.680717,-250.52126
2023-06-10 09:32:47.078849500,0.45335805,0.7772855,0.1265399,-0.16439903,0.21050033,-0.72400117,100.0,0,0,1,0,0,-86.30274,-16.283813,-225.25276
2023-06-10 09:32:48.078849500,0.5101921,0.7430967,-0.08861488,-0.0877529,-1.5071145,1.8807735,99.0,0,0,1,0,0,-98.381226,-10.584571,-242.95004
2023-06-10 09:32:49.078849500,0.5955034,-0.17328796,-0.69075334,0.1504412,-0.14737345,-0.00415654,98.11111111111111,0,0,1,0,0,-113.70544,-31.742676,-266.6141
2023-06-10 09:32:50.078849500,1.0278903,0.51935416,0.116950914,1.191637,1.2059945,-1.0210857,97.22222222222223,0,0,1,0,0,-86.78165,-34.88425,-234.91571
2023-06-10 09:32:51.078849500,-0.18050854,0.847104,0.158008,-0.014566087,0.58101696,-1.559611,96.33333333333333,0,0,1,0,0,-110.0349,3.7696667,-213.52625
2023-06-10 09:32:52.078849500,-0.2898507,0.9549226,-0.016586304,0.495737,-0.4162395,0.25839064,95.44444444444444,0,0,1,0,0,-115.60778,9.832335,-226.98418
2023-06-10 09:32:53.078849500,-0.40012634,0.888591,0.10991181,0.12035248,-0.85978407,-0.024876231,94.55555555555556,0,0,1,0,0,-129.87161,9.255727,-235.92908
2023-06-10 09:32:54.078849500,-0.35596195,0.9592527,0.039909903,0.14963758,-0.97675973,-0.17208256,93.66666666666667,0,0,1,0,0,-143.13461,1.2863353,-238.34024
2023-06-10 09:32:55.078849500,-0.37335128,0.82700354,0.2932266,-1.0901161,-0.7583313,-0.39938462,92.77777777777777,0,0,1,0,0,-157.55283,-11.797863,-212.56708
2023-06-10 09:32:56.078849500,-0.09862442,0.17535171,0.9452503,0.38624817,-0.057306103,0.26658157,91.88888888888889,0,0,1,0,0,-155.13506,-33.939068,-180.77634
2023-06-10 09:32:57.078849500,-0.15627296,0.8158577,0.59462005,0.31995943,0.16607894,0.2490913,91.0,0,0,1,0,0,-156.71866,-6.019863,-199.52791
2023-06-10 09:32:58.078849500,-0.069668084,0.42671543,0.84196717,-0.654992,-0.2043011,-0.31214097,92.0,0,0,1,0,0,-151.67276,-20.19946,-184.45459
2023-06-10 09:32:59.078849500,-0.14057052,0.7149265,0.6786684,0.6083753,-0.11399221,-0.025859337,90.88888888888889,0,0,1,0,0,-152.82697,-13.877051,-188.19211
2023-06-10 09:33:00.078849500,-0.04318191,0.39365426,0.8211107,-0.05713108,0.09251451,0.11539382,89.77777777777777,0,0,1,0,0,-148.27432,-26.907698,-180.2531
2023-06-10 09:33:01.078849500,-0.28443447,0.88327044,0.46167254,0.3706407,0.004572464,-0.1831552,88.66666666666667,0,0,1,0,0,-155.6442,-8.436256,-198.37048
2023-06-10 09:33:02.078849500,-0.2862088,0.88690656,0.36894226,-0.08269982,0.25047624,0.04914459,87.55555555555556,0,0,1,0,0,-159.15408,-10.577167,-200.07072
2023-06-10 09:33:03.078849500,-0.32145628,0.90153366,0.3035619,-0.09544782,0.23757064,0.107248574,86.44444444444444,0,0,1,0,0,-160.73236,-6.8486857,-205.88867
