,bpm,time
995,66.0,1686241793000000000
996,71.0,1686241801000000000
997,70.0,1686241804000000000
998,72.0,1686241807000000000
999,74.0,1686241812000000000
1000,78.0,1686241821000000000
1001,71.0,1686241826000000000
1002,68.0,1686241831000000000
1003,68.0,1686241833000000000
1004,69.0,1686241837000000000
1005,70.0,1686241846000000000
1006,69.0,1686241847000000000
1007,68.0,1686241852000000000
1008,67.0,1686241857000000000
1009,67.0,1686241862000000000
1010,67.0,1686241867000000000
1011,71.0,1686241883000000000
1012,71.0,1686241887000000000
1013,75.0,1686241911000000000
1014,79.0,1686241916000000000
1015,80.0,1686241917000000000
1016,76.0,1686241924000000000
1017,76.0,1686241927000000000
1018,69.0,1686241936000000000
1019,70.0,1686241937000000000
1020,74.0,1686241942000000000
1021,72.0,1686241951000000000
1022,69.0,1686241956000000000
1023,71.0,1686241961000000000
1024,73.0,1686241963000000000
1025,86.0,1686241971000000000
1026,86.0,1686241972000000000
1027,84.0,1686241977000000000
1028,77.0,1686241986000000000
1029,80.0,1686241991000000000
1030,82.0,1686241996000000000
1031,82.0,1686241997000000000
1032,84.0,1686242002000000000
1033,80.0,1686242011000000000
1034,77.0,1686242016000000000
1035,74.0,1686242020000000000
1036,74.0,1686242022000000000
1037,75.0,1686242027000000000
1038,72.0,1686242036000000000
1039,73.0,1686242040000000000
1040,77.0,1686242046000000000
1041,77.0,1686242047000000000
1042,74.0,1686242052000000000
1043,74.0,1686242057000000000
1044,72.0,1686242066000000000
1045,71.0,1686242071000000000
1046,72.0,1686242075000000000
1047,70.0,1686242081000000000
1048,71.0,1686242084000000000
1049,72.0,1686242088000000000
1050,74.0,1686242092000000000
1051,79.0,1686242097000000000
1052,81.0,1686242106000000000
1053,83.0,1686242111000000000
1054,83.0,1686242112000000000
1055,80.0,1686242117000000000
1056,76.0,1686242123000000000
1057,70.0,1686242130000000000
1058,73.0,1686242134000000000
1059,76.0,1686242137000000000
1060,74.0,1686242146000000000
1061,72.0,1686242151000000000
1062,72.0,1686242156000000000
1063,72.0,1686242160000000000
1064,74.0,1686242166000000000
1065,75.0,1686242167000000000
1066,73.0,1686242175000000000
1067,73.0,1686242179000000000
1068,73.0,1686242182000000000
1069,79.0,1686242189000000000
1070,75.0,1686242196000000000
1071,78.0,1686242201000000000
1072,77.0,1686242204000000000
1073,78.0,1686242207000000000
1074,88.0,1686242216000000000
1075,88.0,1686242219000000000
1076,91.0,1686242226000000000
1077,90.0,1686242227000000000
1078,83.0,1686242236000000000
1079,81.0,1686242238000000000
1080,74.0,1686242246000000000
1081,74.0,1686242249000000000
1082,78.0,1686242256000000000
1083,78.0,1686242259000000000
1084,75.0,1686242265000000000
1085,79.0,1686242270000000000
1086,81.0,1686242275000000000
1087,80.0,1686242277000000000
1088,82.0,1686242285000000000
1089,86.0,1686242291000000000
1090,82.0,1686242296000000000
1091,80.0,1686242299000000000
1092,84.0,1686242306000000000
1093,84.0,1686242307000000000
1094,86.0,1686242316000000000
1095,87.0,1686242318000000000
1096,76.0,1686242326000000000
1097,77.0,1686242331000000000
1098,77.0,1686242332000000000
1099,68.0,1686242341000000000
1100,64.0,1686242345000000000
1101,63.0,1686242350000000000
1102,69.0,1686242355000000000
1103,74.0,1686242361000000000
1104,73.0,1686242366000000000
1105,73.0,1686242368000000000
1106,74.0,1686242372000000000
1107,78.0,1686242378000000000
1108,79.0,1686242423000000000
1109,73.0,1686242726000000000
1110,66.0,1686243019000000000
1111,83.0,1686243482000000000
1112,79.0,1686243664000000000
1113,72.0,1686243820000000000
1114,90.0,1686244121000000000
1115,75.0,1686244295000000000
1116,62.0,1686244548000000000
1117,73.0,1686244989000000000
1118,73.0,1686245198000000000
1119,73.8461532592774,1686245223000000000
1120,64.0,1686245463000000000
1121,62.0,1686245643000000000
1122,75.0,1686246099000000000
1123,80.0,1686246307000000000
1124,69.0,1686246417000000000
1125,72.0,1686246438000000000
1126,71.0,1686246443000000000
1127,72.0,1686246446000000000
1128,75.0,1686246453000000000
1129,75.0,1686246454000000000
1130,74.0,1686246472000000000
1131,73.0,1686246477000000000
1132,74.0,1686246482000000000
1133,75.0,1686246485000000000
1134,78.0,1686246491000000000
1135,77.0,1686246493000000000
1136,75.0,1686246498000000000
1137,77.0,1686246506000000000
1138,77.0,1686246511000000000
1139,76.0,1686246517000000000
1140,77.0,1686246518000000000
1141,79.0,1686246523000000000
1142,82.0,1686246528000000000
1143,83.0,1686246533000000000
1144,89.0,1686246542000000000
1145,88.0,1686246547000000000
1146,89.0,1686246548000000000
1147,91.0,1686246554000000000
1148,89.0,1686246558000000000
1149,84.0,1686246567000000000
1150,85.0,1686246569000000000
1151,81.0,1686246575000000000
1152,82.0,1686246579000000000
1153,88.0,1686246587000000000
1154,89.0,1686246589000000000
1155,91.0,1686246597000000000
1156,91.0,1686246600000000000
1157,92.0,1686246603000000000
1158,89.0,1686246610000000000
1159,86.0,1686246613000000000
1160,78.0,1686246622000000000
1161,78.0,1686246627000000000
1162,78.0,1686246630000000000
1163,78.0,1686246633000000000
1164,67.0,1686246642000000000
1165,67.0,1686246647000000000
1166,69.0,1686246648000000000
1167,75.0,1686246656000000000
1168,72.0,1686246662000000000
1169,73.0,1686246667000000000
1170,72.0,1686246668000000000
1171,74.0,1686246674000000000
1172,74.0,1686246678000000000
1173,69.0,1686246686000000000
1174,71.0,1686246690000000000
1175,67.0,1686246697000000000
1176,68.0,1686246698000000000
1177,73.0,1686246707000000000
1178,71.0,1686246712000000000
1179,72.0,1686246715000000000
1180,68.0,1686246722000000000
1181,69.0,1686246725000000000
1182,74.0,1686246732000000000
1183,75.0,1686246735000000000
1184,76.0,1686246739000000000
1185,69.0,1686246747000000000
1186,72.0,1686246752000000000
1187,72.0,1686246753000000000
1188,77.0,1686246762000000000
1189,78.0,1686246767000000000
1190,79.0,1686246768000000000
1191,82.0,1686246777000000000
1192,82.0,1686246778000000000
1193,84.0,1686246784000000000
1194,87.0,1686246792000000000
1195,88.0,1686246797000000000
1196,89.0,1686246800000000000
1197,88.0,1686246803000000000
1198,85.0,1686246811000000000
1199,83.0,1686246813000000000
1200,82.0,1686246819000000000
1201,89.0,1686246827000000000
1202,87.0,1686246832000000000
1203,87.0,1686246833000000000
1204,86.0,1686246842000000000
1205,88.0,1686246845000000000
1206,90.0,1686246851000000000
1207,89.0,1686246853000000000
1208,87.0,1686246858000000000
1209,81.0,1686246867000000000
1210,85.0,1686246872000000000
1211,87.0,1686246875000000000
1212,90.0,1686246879000000000
1213,90.0,1686246883000000000
1214,106.0,1686246892000000000
1215,107.0,1686246894000000000
1216,92.0,1686246901000000000
1217,93.0,1686246903000000000
1218,89.0,1686246912000000000
1219,94.0,1686246917000000000
1220,95.0,1686246918000000000
1221,94.0,1686246927000000000
1222,91.0,1686246932000000000
1223,91.0,1686246933000000000
1224,76.0,1686246942000000000
1225,72.0,1686246947000000000
1226,72.0,1686246948000000000
1227,74.0,1686246953000000000
1228,77.0,1686246958000000000
1229,73.0,1686246965000000000
1230,76.0,1686246968000000000
1231,74.0,1686246974000000000
1232,95.0,1686247052000000000
1233,94.0,1686247053000000000
1234,95.0,1686247058000000000
1235,98.0,1686247063000000000
1236,98.0,1686247068000000000
1237,92.0,1686247087000000000
1238,90.0,1686247092000000000
1239,90.0,1686247094000000000
1240,95.0,1686247098000000000
1241,106.0,1686247106000000000
1242,107.0,1686247109000000000
1243,105.0,1686247114000000000
1244,108.0,1686247122000000000
1245,108.0,1686247125000000000
1246,109.0,1686247132000000000
1247,106.0,1686247135000000000
1248,104.0,1686247138000000000
1249,90.0,1686247147000000000
1250,88.0,1686247151000000000
1251,85.0,1686247153000000000
1252,79.0,1686247162000000000
1253,81.0,1686247166000000000
1254,81.0,1686247171000000000
1255,81.0,1686247173000000000
1256,80.0,1686247180000000000
1257,82.0,1686247183000000000
1258,90.0,1686247188000000000
1259,124.0,1686247211000000000
1260,120.0,1686247213000000000
1261,98.0,1686247222000000000
1262,99.0,1686247226000000000
1263,98.0,1686247228000000000
1264,97.0,1686247237000000000
1265,99.0,1686247241000000000
1266,99.0,1686247247000000000
1267,95.0,1686247252000000000
1268,94.0,1686247254000000000
1269,93.0,1686247259000000000
1270,98.0,1686247267000000000
1271,97.0,1686247269000000000
1272,90.0,1686247276000000000
1273,92.0,1686247282000000000
1274,89.0,1686247286000000000
1275,89.0,1686247291000000000
1276,89.0,1686247293000000000
1277,92.0,1686247299000000000
1278,93.0,1686247303000000000
1279,101.0,1686247308000000000
1280,142.0,1686247332000000000
1281,140.0,1686247333000000000
1282,123.0,1686247342000000000
1283,119.0,1686247347000000000
1284,119.0,1686247351000000000
1285,115.0,1686247356000000000
1286,108.0,1686247362000000000
1287,110.0,1686247367000000000
1288,109.0,1686247371000000000
1289,110.0,1686247375000000000
1290,107.0,1686247379000000000
1291,105.0,1686247383000000000
1292,102.0,1686247388000000000
1293,101.0,1686247397000000000
1294,92.0,1686247402000000000
1295,92.0,1686247404000000000
1296,97.0,1686247408000000000
1297,137.0,1686247427000000000
1298,132.0,1686247432000000000
1299,125.0,1686247436000000000
1300,124.0,1686247439000000000
1301,124.0,1686247443000000000
1302,118.0,1686247448000000000
1303,119.0,1686247456000000000
1304,119.0,1686247458000000000
1305,114.0,1686247465000000000
1306,112.0,1686247468000000000
1307,117.0,1686247473000000000
1308,145.0,1686247482000000000
1309,134.0,1686247487000000000
1310,125.0,1686247492000000000
1311,123.0,1686247494000000000
1312,112.0,1686247502000000000
1313,110.0,1686247507000000000
1314,110.0,1686247511000000000
1315,110.0,1686247514000000000
1316,107.0,1686247520000000000
1317,106.0,1686247523000000000
1318,104.0,1686247530000000000
1319,105.0,1686247533000000000
1320,93.0,1686247542000000000
1321,92.0,1686247543000000000
1322,95.0,1686247548000000000
1323,138.0,1686247562000000000
1324,132.0,1686247565000000000
1325,117.0,1686247572000000000
1326,111.0,1686247576000000000
1327,109.0,1686247579000000000
1328,106.0,1686247587000000000
1329,105.0,1686247588000000000
1330,104.0,1686247597000000000
1331,106.0,1686247600000000000
1332,106.0,1686247607000000000
1333,104.0,1686247610000000000
1334,100.0,1686247613000000000
1335,110.0,1686247620000000000
1336,110.0,1686247623000000000
1337,110.0,1686247632000000000
1338,109.0,1686247635000000000
1339,103.0,1686247642000000000
1340,101.0,1686247646000000000
1341,100.0,1686247648000000000
1342,95.0,1686247653000000000
1343,95.0,1686247662000000000
1344,95.0,1686247663000000000
1345,90.0,1686247672000000000
1346,90.0,1686247676000000000
1347,90.0,1686247678000000000
1348,93.0,1686247683000000000
1349,101.0,1686247692000000000
1350,101.0,1686247693000000000
1351,101.0,1686247698000000000
1352,102.0,1686247703000000000
1353,108.0,1686247712000000000
1354,108.0,1686247716000000000
1355,109.0,1686247718000000000
1356,131.0,1686247727000000000
1357,135.0,1686247731000000000
1358,137.0,1686247736000000000
1359,136.0,1686247739000000000
1360,131.0,1686247743000000000
1361,131.0,1686247748000000000
1362,132.0,1686247753000000000
1363,145.0,1686247767000000000
1364,147.0,1686247771000000000
1365,145.0,1686247773000000000
1366,144.0,1686247779000000000
1367,149.0,1686247787000000000
1368,147.0,1686247791000000000
1369,141.0,1686247797000000000
1370,141.0,1686247798000000000
1371,131.0,1686247806000000000
1372,128.0,1686247812000000000
1373,127.0,1686247813000000000
1374,123.0,1686247821000000000
1375,119.0,1686247825000000000
1376,113.0,1686247832000000000
1377,111.0,1686247835000000000
1378,109.0,1686247839000000000
1379,112.0,1686247843000000000
1380,114.0,1686247848000000000
1381,102.0,1686247857000000000
1382,102.0,1686247858000000000
1383,108.0,1686247867000000000
1384,108.0,1686247871000000000
1385,106.0,1686247876000000000
1386,106.0,1686247878000000000
1387,112.0,1686247883000000000
1388,113.0,1686247888000000000
1389,112.0,1686247893000000000
1390,128.0,1686247901000000000
1391,140.0,1686247906000000000
1392,142.0,1686247908000000000
1393,145.0,1686247916000000000
1394,145.0,1686247918000000000
1395,143.0,1686247923000000000
1396,139.0,1686247928000000000
1397,138.0,1686247934000000000
1398,140.0,1686247938000000000
1399,145.0,1686247958000000000
1400,152.0,1686247967000000000
1401,151.0,1686247972000000000
1402,150.0,1686247973000000000
1403,147.0,1686247982000000000
1404,142.0,1686247987000000000
1405,137.0,1686247992000000000
1406,135.0,1686247994000000000
1407,125.0,1686248000000000000
1408,120.0,1686248006000000000
1409,123.0,1686248010000000000
1410,120.0,1686248014000000000
1411,110.0,1686248021000000000
1412,108.0,1686248023000000000
1413,113.0,1686248028000000000
1414,105.0,1686248034000000000
1415,103.0,1686248042000000000
1416,104.0,1686248043000000000
1417,108.0,1686248048000000000
1418,117.0,1686248053000000000
1419,121.0,1686248058000000000
1420,122.0,1686248063000000000
1421,140.0,1686248086000000000
1422,144.0,1686248092000000000
1423,147.0,1686248097000000000
1424,147.0,1686248098000000000
1425,142.0,1686248103000000000
1426,144.0,1686248110000000000
1427,144.0,1686248114000000000
1428,145.0,1686248118000000000
1429,149.0,1686248123000000000
1430,155.0,1686248131000000000
1431,153.0,1686248133000000000
1432,158.0,1686248142000000000
1433,156.0,1686248146000000000
1434,154.0,1686248148000000000
1435,148.0,1686248155000000000
1436,146.0,1686248158000000000
1437,140.0,1686248163000000000
1438,137.0,1686248168000000000
1439,131.0,1686248177000000000
1440,128.0,1686248180000000000
1441,115.0,1686248187000000000
1442,115.0,1686248190000000000
1443,113.0,1686248196000000000
1444,111.0,1686248202000000000
1445,111.0,1686248203000000000
1446,115.0,1686248209000000000
1447,110.0,1686248217000000000
1448,108.0,1686248219000000000
1449,108.0,1686248226000000000
1450,107.0,1686248228000000000
1451,110.0,1686248233000000000
1452,113.0,1686248242000000000
1453,112.0,1686248243000000000
1454,113.0,1686248248000000000
1455,115.0,1686248253000000000
1456,133.0,1686248259000000000
1457,147.0,1686248266000000000
1458,146.0,1686248271000000000
1459,145.0,1686248273000000000
1460,143.0,1686248281000000000
1461,143.0,1686248283000000000
1462,144.0,1686248290000000000
1463,157.0,1686248302000000000
1464,156.0,1686248306000000000
1465,147.0,1686248312000000000
1466,144.0,1686248316000000000
1467,141.0,1686248319000000000
1468,140.0,1686248323000000000
1469,129.0,1686248332000000000
1470,127.0,1686248336000000000
1471,127.0,1686248338000000000
1472,123.0,1686248347000000000
1473,121.0,1686248350000000000
1474,119.0,1686248357000000000
1475,120.0,1686248358000000000
1476,116.0,1686248367000000000
1477,115.0,1686248370000000000
1478,114.0,1686248373000000000
1479,117.0,1686248382000000000
1480,119.0,1686248385000000000
1481,112.0,1686248391000000000
1482,115.0,1686248393000000000
1483,118.0,1686248400000000000
1484,106.0,1686248407000000000
1485,105.0,1686248409000000000
1486,107.0,1686248413000000000
1487,108.0,1686248420000000000
1488,102.0,1686248426000000000
1489,105.0,1686248430000000000
1490,105.0,1686248433000000000
1491,106.0,1686248438000000000
1492,138.0,1686248457000000000
1493,139.0,1686248458000000000
1494,148.0,1686248466000000000
1495,152.0,1686248471000000000
1496,154.0,1686248476000000000
1497,154.0,1686248482000000000
1498,147.0,1686248486000000000
1499,133.0,1686248491000000000
1500,132.0,1686248495000000000
1501,124.0,1686248502000000000
1502,123.0,1686248503000000000
1503,114.0,1686248512000000000
1504,113.0,1686248513000000000
1505,109.0,1686248521000000000
1506,109.0,1686248526000000000
1507,109.0,1686248532000000000
1508,109.0,1686248533000000000
1509,106.0,1686248541000000000
1510,107.0,1686248546000000000
1511,106.0,1686248550000000000
1512,105.0,1686248554000000000
1513,106.0,1686248562000000000
1514,107.0,1686248564000000000
1515,101.0,1686248570000000000
1516,102.0,1686248573000000000
1517,104.0,1686248580000000000
1518,105.0,1686248587000000000
1519,105.0,1686248588000000000
1520,112.0,1686248593000000000
1521,101.0,1686248602000000000
1522,98.0,1686248607000000000
1523,100.0,1686248611000000000
1524,99.0,1686248617000000000
1525,99.0,1686248622000000000
1526,100.0,1686248625000000000
1527,99.0,1686248629000000000
1528,97.0,1686248634000000000
1529,96.0,1686248638000000000
1530,110.0,1686248647000000000
1531,109.0,1686248649000000000
1532,104.0,1686248653000000000
1533,95.0,1686248660000000000
1534,95.0,1686248663000000000
1535,107.0,1686248668000000000
1536,122.0,1686248674000000000
1537,148.0,1686248692000000000
1538,150.0,1686248693000000000
1539,152.0,1686248698000000000
1540,153.0,1686248707000000000
1541,142.0,1686248712000000000
1542,139.0,1686248717000000000
1543,138.0,1686248719000000000
1544,133.0,1686248723000000000
1545,129.0,1686248730000000000
1546,130.0,1686248733000000000
1547,120.0,1686248742000000000
1548,119.0,1686248747000000000
1549,116.0,1686248750000000000
1550,117.0,1686248756000000000
1551,115.0,1686248758000000000
1552,114.0,1686248764000000000
1553,111.0,1686248770000000000
1554,109.0,1686248775000000000
1555,109.0,1686248779000000000
1556,110.0,1686248787000000000
1557,110.0,1686248788000000000
1558,109.0,1686248794000000000
1559,109.0,1686248801000000000
1560,108.0,1686248804000000000
1561,112.0,1686248808000000000
1562,107.0,1686248814000000000
1563,103.0,1686248822000000000
1564,103.0,1686248826000000000
1565,104.0,1686248828000000000
1566,105.0,1686248833000000000
1567,104.0,1686248838000000000
1568,107.0,1686248843000000000
1569,107.0,1686248848000000000
1570,116.0,1686248855000000000
1571,115.0,1686248858000000000
1572,119.0,1686248864000000000
1573,138.0,1686248874000000000
1574,147.0,1686248887000000000
1575,151.0,1686248892000000000
1576,151.0,1686248893000000000
1577,155.0,1686248901000000000
1578,142.0,1686248907000000000
1579,134.0,1686248912000000000
1580,132.0,1686248915000000000
1581,130.0,1686248921000000000
1582,129.0,1686248923000000000
1583,127.0,1686248929000000000
1584,128.0,1686248933000000000
1585,130.0,1686248938000000000
1586,123.0,1686248947000000000
1587,121.0,1686248949000000000
1588,118.0,1686248954000000000
1589,117.0,1686248962000000000
1590,116.0,1686248964000000000
1591,116.0,1686248968000000000
1592,111.0,1686248975000000000
1593,119.0,1686248982000000000
1594,110.0,1686248987000000000
1595,109.0,1686248991000000000
1596,113.0,1686248997000000000
1597,109.0,1686249002000000000
1598,111.0,1686249007000000000
1599,107.0,1686249011000000000
1600,105.0,1686249013000000000
1601,103.0,1686249022000000000
1602,103.0,1686249023000000000
1603,101.0,1686249028000000000
1604,109.0,1686249036000000000
1605,108.0,1686249038000000000
1606,108.0,1686249047000000000
1607,106.0,1686249051000000000
1608,106.0,1686249055000000000
1609,105.0,1686249059000000000
1610,106.0,1686249063000000000
1611,106.0,1686249070000000000
1612,106.0,1686249073000000000
1613,115.0,1686249080000000000
1614,123.0,1686249087000000000
1615,126.0,1686249091000000000
1616,131.0,1686249097000000000
1617,133.0,1686249100000000000
1618,136.0,1686249105000000000
1619,137.0,1686249108000000000
1620,146.0,1686249117000000000
1621,147.0,1686249120000000000
1622,135.0,1686249127000000000
1623,131.0,1686249132000000000
1624,131.0,1686249135000000000
1625,128.0,1686249138000000000
1626,114.0,1686249147000000000
1627,114.0,1686249152000000000
1628,114.0,1686249157000000000
1629,111.0,1686249162000000000
1630,111.0,1686249165000000000
1631,103.0,1686249172000000000
1632,101.0,1686249177000000000
1633,100.0,1686249182000000000
1634,102.0,1686249185000000000
1635,102.0,1686249189000000000
1636,100.0,1686249193000000000
1637,104.0,1686249202000000000
1638,105.0,1686249207000000000
1639,105.0,1686249208000000000
1640,112.0,1686249214000000000
1641,103.0,1686249219000000000
1642,94.0,1686249226000000000
1643,97.0,1686249231000000000
1644,98.0,1686249233000000000
1645,107.0,1686249238000000000
1646,117.0,1686249246000000000
1647,117.0,1686249248000000000
1648,118.0,1686249253000000000
1649,140.0,1686249266000000000
1650,148.0,1686249270000000000
1651,151.0,1686249275000000000
1652,142.0,1686249282000000000
1653,138.0,1686249286000000000
1654,138.0,1686249288000000000
1655,133.0,1686249296000000000
1656,128.0,1686249301000000000
1657,123.0,1686249307000000000
1658,123.0,1686249310000000000
1659,118.0,1686249317000000000
1660,117.0,1686249319000000000
1661,116.0,1686249325000000000
1662,115.0,1686249331000000000
1663,112.0,1686249335000000000
1664,107.0,1686249341000000000
1665,106.0,1686249345000000000
1666,106.0,1686249351000000000
1667,111.0,1686249357000000000
1668,111.0,1686249362000000000
1669,111.0,1686249363000000000
1670,102.0,1686249371000000000
1671,101.0,1686249376000000000
1672,103.0,1686249381000000000
1673,102.0,1686249387000000000
1674,102.0,1686249392000000000
1675,102.0,1686249395000000000
1676,102.0,1686249398000000000
1677,103.0,1686249407000000000
1678,102.0,1686249409000000000
1679,99.0,1686249417000000000
1680,102.0,1686249422000000000
1681,101.0,1686249427000000000
1682,101.0,1686249428000000000
1683,97.0,1686249437000000000
1684,96.0,1686249439000000000
1685,96.0,1686249443000000000
1686,104.0,1686249448000000000
1687,113.0,1686249453000000000
1688,117.0,1686249459000000000
1689,142.0,1686249477000000000
1690,147.0,1686249480000000000
1691,144.0,1686249487000000000
1692,139.0,1686249492000000000
1693,136.0,1686249497000000000
1694,135.0,1686249499000000000
1695,130.0,1686249506000000000
1696,129.0,1686249511000000000
1697,130.0,1686249513000000000
1698,130.0,1686249522000000000
1699,130.0,1686249523000000000
1700,131.0,1686249528000000000
1701,132.0,1686249535000000000
1702,126.0,1686249539000000000
1703,119.0,1686249546000000000
1704,115.0,1686249549000000000
1705,110.0,1686249553000000000
1706,115.0,1686249562000000000
1707,115.0,1686249564000000000
1708,109.0,1686249570000000000
1709,110.0,1686249576000000000
1710,104.0,1686249581000000000
1711,112.0,1686249585000000000
1712,116.0,1686249588000000000
1713,109.0,1686249597000000000
1714,105.0,1686249601000000000
1715,110.0,1686249605000000000
1716,124.0,1686249612000000000
1717,127.0,1686249617000000000
1718,127.0,1686249618000000000
1719,127.0,1686249623000000000
1720,132.0,1686249632000000000
1721,132.0,1686249633000000000
1722,138.0,1686249641000000000
1723,137.0,1686249643000000000
1724,142.0,1686249652000000000
1725,142.0,1686249653000000000
1726,144.0,1686249659000000000
1727,130.0,1686249667000000000
1728,120.0,1686249672000000000
1729,119.0,1686249674000000000
1730,117.0,1686249678000000000
1731,105.0,1686249684000000000
1732,104.0,1686249688000000000
1733,104.0,1686249697000000000
1734,102.0,1686249700000000000
1735,103.0,1686249703000000000
1736,100.0,1686249711000000000
1737,99.0,1686249715000000000
1738,100.0,1686249718000000000
1739,108.0,1686249725000000000
1740,102.0,1686249731000000000
1741,110.0,1686249737000000000
1742,118.0,1686249741000000000
1743,119.0,1686249743000000000
1744,128.0,1686249752000000000
1745,128.0,1686249757000000000
1746,128.0,1686249758000000000
1747,131.0,1686249764000000000
1748,135.0,1686249769000000000
1749,137.0,1686249775000000000
1750,139.0,1686249780000000000
1751,139.0,1686249783000000000
1752,138.0,1686249792000000000
1753,138.0,1686249793000000000
1754,127.0,1686249802000000000
1755,125.0,1686249805000000000
1756,124.0,1686249810000000000
1757,124.0,1686249813000000000
1758,127.0,1686249822000000000
1759,125.0,1686249827000000000
1760,125.0,1686249828000000000
1761,128.0,1686249834000000000
1762,133.0,1686249842000000000
1763,133.0,1686249844000000000
1764,130.0,1686249852000000000
1765,130.0,1686249855000000000
1766,133.0,1686249860000000000
1767,132.0,1686249867000000000
1768,130.0,1686249870000000000
1769,130.0,1686249874000000000
1770,132.0,1686249880000000000
1771,134.0,1686249885000000000
1772,136.0,1686249889000000000
1773,137.0,1686249897000000000
1774,137.0,1686249898000000000
1775,139.0,1686249907000000000
1776,138.0,1686249912000000000
1777,136.0,1686249916000000000
1778,135.0,1686249918000000000
1779,130.0,1686249923000000000
1780,123.0,1686249932000000000
1781,123.0,1686249935000000000
1782,120.0,1686249938000000000
1783,111.0,1686249943000000000
1784,106.0,1686249952000000000
1785,108.0,1686249956000000000
1786,105.0,1686249960000000000
1787,103.0,1686249963000000000
1788,85.0,1686249972000000000
1789,89.0,1686249977000000000
1790,85.0,1686249982000000000
1791,84.0,1686249986000000000
1792,82.0,1686249991000000000
1793,89.0,1686249997000000000
1794,90.0,1686250001000000000
1795,92.0,1686250007000000000
1796,92.0,1686250009000000000
1797,91.0,1686250016000000000
1798,90.0,1686250098000000000
1799,82.0,1686250328000000000
1800,84.0,1686250416000000000
1801,80.0,1686250747000000000
1802,79.0,1686251090000000000
1803,80.0,1686251392000000000
1804,79.0,1686251829000000000
1805,77.0,1686251940000000000
1806,69.0,1686252342000000000
1807,67.0,1686252523000000000
1808,74.0,1686253043000000000
1809,60.0,1686253176000000000
1810,70.0,1686291164000000000
1811,72.6737747192383,1686291176000000000
1812,78.0,1686291282000000000
1813,78.0,1686291597000000000
1814,90.0,1686291756000000000
1815,89.0,1686291899000000000
1816,96.0,1686292042000000000
1817,96.0,1686292183000000000
1818,86.0,1686292350000000000
1819,82.0,1686292408000000000
1820,114.0,1686292459000000000
1821,117.0,1686292461000000000
1822,92.0,1686292474000000000
1823,93.0,1686292475000000000
1824,95.0,1686292484000000000
1825,96.0,1686292488000000000
1826,95.0,1686292490000000000
1827,97.0,1686292499000000000
1828,98.0,1686292503000000000
1829,98.0,1686292505000000000
1830,98.0,1686292510000000000
1831,94.0,1686292519000000000
1832,92.0,1686292523000000000
1833,92.0,1686292525000000000
1834,79.0,1686292534000000000
1835,75.0,1686292539000000000
1836,72.0,1686292544000000000
1837,72.0,1686292547000000000
1838,71.0,1686292550000000000
1839,71.0,1686292559000000000
1840,71.0,1686292561000000000
1841,72.0,1686292568000000000
1842,71.0,1686292571000000000
1843,70.0,1686292575000000000
1844,70.0,1686292583000000000
1845,71.0,1686292588000000000
1846,70.0,1686292593000000000
1847,70.0,1686292595000000000
1848,73.0,1686292601000000000
1849,73.0,1686292605000000000
1850,70.0,1686292614000000000
1851,70.0,1686292618000000000
1852,70.0,1686292621000000000
1853,72.0,1686292625000000000
1854,73.0,1686292630000000000
1855,76.0,1686292639000000000
1856,75.0,1686292643000000000
1857,72.0,1686292649000000000
1858,72.0,1686292650000000000
1859,71.0,1686292657000000000
1860,70.0,1686292663000000000
1861,70.0,1686292665000000000
1862,70.0,1686292670000000000
1863,72.0,1686292676000000000
1864,72.0,1686292680000000000
1865,71.0,1686292686000000000
1866,67.0,1686292692000000000
1867,68.0,1686292863000000000
1868,113.0,1686293098000000000
1869,103.0,1686293280000000000
1870,113.0,1686293319000000000
1871,107.0,1686293324000000000
1872,109.0,1686293328000000000
1873,108.0,1686293330000000000
1874,96.0,1686293338000000000
1875,97.0,1686293344000000000
1876,98.0,1686293347000000000
1877,95.0,1686293350000000000
1878,97.0,1686293356000000000
1879,93.0,1686293360000000000
1880,95.0,1686293369000000000
1881,97.0,1686293373000000000
1882,97.0,1686293375000000000
1883,101.0,1686293380000000000
1884,105.0,1686293389000000000
1885,104.0,1686293394000000000
1886,104.0,1686293399000000000
1887,104.0,1686293403000000000
1888,104.0,1686293405000000000
1889,105.0,1686293412000000000
1890,107.0,1686293418000000000
1891,106.0,1686293422000000000
1892,108.0,1686293425000000000
1893,106.0,1686293434000000000
1894,108.0,1686293437000000000
1895,110.0,1686293443000000000
1896,108.0,1686293449000000000
1897,109.0,1686293454000000000
1898,109.0,1686293455000000000
1899,112.0,1686293461000000000
1900,110.0,1686293469000000000
1901,110.0,1686293470000000000
1902,107.0,1686293479000000000
1903,108.0,1686293481000000000
1904,105.0,1686293486000000000
1905,104.0,1686293494000000000
1906,104.0,1686293510000000000
1907,108.0,1686293515000000000
1908,112.0,1686293520000000000
1909,113.0,1686293522000000000
1910,111.0,1686293530000000000
1911,110.0,1686293533000000000
1912,106.0,1686293540000000000
1913,108.0,1686293545000000000
1914,111.0,1686293549000000000
1915,110.0,1686293555000000000
1916,111.0,1686293559000000000
1917,112.0,1686293561000000000
1918,111.0,1686293566000000000
1919,111.0,1686293575000000000
1920,111.0,1686293576000000000
1921,112.0,1686293583000000000
1922,111.0,1686293586000000000
1923,110.0,1686293595000000000
1924,108.0,1686293599000000000
1925,109.0,1686293603000000000
1926,110.0,1686293606000000000
