time,seconds_elapsed,relativeAltitude,pressure
1686388680528650000,-0.50335009765625,0,1016.6951751708984
1686388681533849900,0.501849853515625,0,1016.6950988769531
1686388682539018000,1.50701806640625,0,1016.6950225830078
1686388683544230000,2.51222998046875,0.0052852630615234375,1016.6940307617188
1686388684549452000,3.5174521484375,0.015855789184570312,1016.6932678222656
1686388684901288000,3.869287841796875,0.015855789184570312,1016.6932678222656
1686388685973567000,4.94156689453125,0,1016.6949462890625
1686388687045834000,6.013833984375,-0.05813026428222656,1016.7022705078125
1686388688118059800,7.086059814453125,-0.13739967346191406,1016.7117309570312
1686388689190281000,8.158281005859376,-0.221954345703125,1016.7218017578125
1686388690262479000,9.23047900390625,-0.3012237548828125,1016.7310333251953
1686388691334666000,10.302666015625,-0.38577842712402344,1016.7414093017578
1686388692406810000,11.37481005859375,-0.38577842712402344,1016.7416381835938
1686388693478996000,12.446995849609374,-0.38577842712402344,1016.7416381835938
1686388694551219000,13.519218994140624,-0.3804931640625,1016.7407989501953
1686388695623383000,14.591383056640625,-0.3804931640625,1016.7407989501953
1686388696695594000,15.663593994140625,-0.3963470458984375,1016.7427062988281
1686388697767808000,16.73580810546875,-0.40691566467285156,1016.7443084716797
1686388698840004900,17.8080048828125,-0.4280548095703125,1016.746826171875
1686388699912192000,18.88019189453125,-0.44390869140625,1016.7485809326172
1686388700984430000,19.95243017578125,-0.47033119201660156,1016.751708984375
1686388702056669000,21.0246689453125,-0.48090171813964844,1016.7527770996094
1686388703128877800,22.0968779296875,-0.48618507385253906,1016.7538452148438
1686388704201102000,23.16910205078125,-0.5337467193603516,1016.7591094970703
1686388705273332000,24.24133203125,-0.5337467193603516,1016.7591094970703
1686388706345572900,25.31357275390625,-0.47033119201660156,1016.7517852783203
1686388707417823000,26.385822998046876,-0.31707763671875,1016.7329406738281
1686388708490152000,27.45815185546875,-0.10040664672851562,1016.7070770263672
1686388709562484000,28.53048388671875,0.19553184509277344,1016.671142578125
1686388710634774000,29.60277392578125,0.5443191528320312,1016.6291809082031
1686388711707062000,30.67506201171875,0.8613967895507812,1016.5911102294922
1686388712779355100,31.747355224609375,1.1361980438232422,1016.5584564208984
1686388713851671800,32.819671875,1.3845767974853516,1016.5283966064453
1686388714923953200,33.891953125,1.6276702880859375,1016.4986419677734
1686388715996178000,34.96417797851562,1.8707637786865234,1016.4695739746094
1686388717068406000,36.03640600585938,2.1561336517333984,1016.4350891113281
1686388718140659200,37.1086591796875,2.4415035247802734,1016.4008331298828
1686388719212876000,38.1808759765625,2.7163047790527344,1016.3674926757812
1686388720285085000,39.2530849609375,2.911836624145508,1016.343994140625
1686388721357304000,40.32530395507813,3.0756607055664062,1016.3248443603516
1686388722429515000,41.39751489257812,3.1972084045410156,1016.3096618652344
1686388723501693000,42.46969287109375,3.297616958618164,1016.2980651855469
1686388724573866000,43.54186596679688,3.3768863677978516,1016.2886047363281
1686388725646050000,44.614050048828126,3.4297313690185547,1016.2820434570312
1686388726718269000,45.68626904296875,3.4931468963623047,1016.2744903564453
1686388727790496000,46.75849609375,3.4931468963623047,1016.2744903564453
1686388728862734000,47.830734130859376,3.477293014526367,1016.2763214111328
1686388729934937000,48.90293701171875,3.4508705139160156,1016.279296875
1686388731007061000,49.97506103515625,3.4403018951416016,1016.2804412841797
1686388732079243000,51.04724291992188,3.435016632080078,1016.2814331054688
1686388733151438000,52.11943798828125,3.435016632080078,1016.2814331054688
1686388734223653000,53.191653076171875,3.435016632080078,1016.2814331054688
1686388735295915000,54.2639150390625,3.445585250854492,1016.2799072265625
1686388736368243000,55.33624291992187,3.456155776977539,1016.2788391113281
1686388737440612000,56.40861206054687,3.456155776977539,1016.2788391113281
1686388738512971800,57.4809716796875,3.4403018951416016,1016.2803649902344
1686388739585291000,58.553291015625,3.435016632080078,1016.2812805175781
1686388740657661000,59.625660888671874,3.4191627502441406,1016.2832641601562
1686388741729944800,60.69794482421875,3.4191627502441406,1016.2832641601562
1686388742802288000,61.7702880859375,3.4297313690185547,1016.2820434570312
1686388743874648000,62.84264794921875,3.435016632080078,1016.2810516357422
1686388744947030000,63.91503002929687,3.4508705139160156,1016.2791442871094
1686388746019396000,64.98739599609375,3.4614391326904297,1016.2778472900391
1686388747091734000,66.05973413085937,3.4614391326904297,1016.2778472900391
1686388748164089900,67.13208984375,3.456155776977539,1016.2790679931641
1686388749236425000,68.20442504882813,3.445585250854492,1016.2801361083984
1686388750308697900,69.27669775390625,3.4191627502441406,1016.2828826904297
1686388751380956000,70.34895581054687,3.403308868408203,1016.2848663330078
1686388752453212000,71.4212119140625,3.403308868408203,1016.2851715087891
1686388753525485000,72.49348510742188,3.3768863677978516,1016.2882232666016
1686388754597758000,73.56575805664062,3.371601104736328,1016.2889862060547
1686388755670041000,74.638041015625,3.3663158416748047,1016.2895965576172
1686388756742324000,75.71032397460938,3.3557472229003906,1016.2911224365234
1686388757814661000,76.7826611328125,3.350461959838867,1016.29150390625
1686388758886973000,77.85497290039062,3.3451786041259766,1016.2919616699219
1686388759959265000,78.92726513671874,3.3451786041259766,1016.2919616699219
1686388761031565800,79.99956591796875,3.3240394592285156,1016.2948608398438
1686388762103904000,81.07190405273437,3.3134708404541016,1016.2960052490234
1686388763176215800,82.1442158203125,3.3029003143310547,1016.2968444824219
1686388764248588000,83.21658813476563,3.2923316955566406,1016.2985229492188
1686388765320924200,84.28892407226563,3.2923316955566406,1016.2985229492188
1686388766393207000,85.36120703125,3.3029003143310547,1016.2969970703125
1686388767465512000,86.43351196289062,3.3029003143310547,1016.2969970703125
