time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1686388677558655000,-3.473344970703125,40.11326026916504,-1,-1,52.24512147410034,-2.4767398834228516,-1,53.971367804052356,20.587589263916016,4.798853603450626,-1
1686388681063398000,0.03139794921875,40.11326026916504,-1,-1,52.24512147410034,-2.4767398834228516,-1,53.971367804052356,20.587589263916016,4.798853603450626,-1
1686388681066289000,0.034288818359375,39.99701929092407,-1,-1,52.245135564593,-2.5929808616638184,-1,44.936661074890374,19.4128360748291,4.798999824179245,-1
1686388681596536000,0.5645361328125,39.92107820510864,-1,-1,52.2450810716447,-2.668921947479248,-1,45.83183412777647,14.991862297058105,4.798981066865331,-1
1686388681674011000,0.642010986328125,45.5440673828125,2.7300000190734863,87.58118663256653,52.24526643292256,2.9540672302246094,186.6796875,68.13903642250702,48,4.798557003964482,0.8600000143051147
1686388683000010500,1.968010498046875,39.04400634765625,1.0399999618530273,92.15300790446041,52.24557647952088,-3.5459938049316406,206.015625,18.717193810928745,4,4.79917156510502,0.23999999463558197
1686388684000010500,2.968010498046875,39.06829833984375,1.0399999618530273,92.13601439380543,52.245639134247085,-3.5217018127441406,206.015625,8.20909463357869,4,4.799224287275969,0
1686388685000010000,3.968010009765625,39.39300537109375,0.05999999865889549,92.13601439380543,52.245644708212694,-3.1969947814941406,206.015625,7.077089754458984,4,4.799229316417872,0
1686388686000009500,4.968009521484375,39.91094970703125,0.07000000029802322,92.13601439380543,52.2456505336354,-2.6790504455566406,206.015625,5.938648885601779,4,4.799225376923381,0
1686388687000009000,5.968009033203125,40.29534912109375,0.07000000029802322,92.13601439380543,52.24564504348882,-2.2946510314941406,206.015625,4.913768749703937,4,4.799222275619208,0
1686388688000050200,6.96805029296875,41.24951171875,1.0299999713897705,90.62456866256247,52.2456365358571,-1.3404884338378906,197.2265625,3.756772500298958,4,4.799221940343081,0
1686388689000045600,7.968045654296875,41.4027099609375,1.340000033378601,80.05351220489042,52.245632470634064,-1.1872901916503906,213.3984375,3.5355339059327373,3,4.799227388580142,0.27000001072883606
1686388690000043000,8.96804296875,41.12579345703125,1.0099999904632568,57.188740203504466,52.24562907596328,-1.4642066955566406,222.1875,3.5355339059327373,3,4.799218671400844,0.9100000262260437
1686388691000043800,9.968043701171876,40.9385986328125,1.0499999523162842,62.16185216460953,52.24562920169183,-1.6514015197753906,223.59375,3.5355339059327373,3,4.79920333251804,0.9100000262260437
1686388692000041200,10.968041259765625,40.65704345703125,1.4199999570846558,74.2306256732928,52.24562237044074,-1.9329566955566406,214.8046875,3.5355339059327373,3,4.799193106596171,0.8199999928474426
1686388693000039200,11.9680390625,40.7138671875,2.299999952316284,75.76892087816307,52.245606654372295,-1.8761329650878906,206.3671875,3.5355339059327373,3,4.799185646702348,0.8199999928474426
1686388694000040000,12.9680400390625,40.69512939453125,1.1399999856948853,49.120784152102004,52.24559743427881,-1.8948707580566406,200.0390625,3.5355339059327373,3,4.799168212343751,1.190000057220459
1686388695000038700,13.96803857421875,40.69512957148254,1.1399999857009784,49.12078415210204,52.24558738727909,-1.8948705811053514,200.03905777982305,4.61035955900259,3.545295723843397,4.799162242291436,1.1900000572204381
1686388696000037400,14.968037353515625,40.32482931856066,1.7745375240218753,63.71851587620248,52.24556964645927,-2.2651708340272307,204.60936834776928,4.610359518245114,3.5452957768450735,4.799147141965323,1.379999995231596
1686388697000040200,15.968040283203125,40.849731696769595,1.8833203015253301,61.96906781792447,52.24555448210618,-1.7402684558182955,202.1484308228938,4.6103594829396615,3.5452958227568505,4.799139399150381,1.5299999713897263
1686388698000041000,16.968041015625,41.10223413724452,2.5997460117315563,80.29542353981807,52.245544041551575,-1.487766015343368,223.2421753666481,4.610359457622094,3.5452958556802208,4.799114896120551,1.5299999713897263
1686388699000039700,17.968039794921875,41.47912622708827,0.9599999785542893,46.30660619517877,52.24552943240933,-1.110873925499618,205.3124924276736,4.610359425364917,3.5452958976279696,4.799108427302022,1.5299999713897263
1686388700000036400,18.968036376953126,42.94445809070021,1.0299999713906918,80.81078893854826,52.24553144848239,0.3544579381123185,207.77343512664507,4.610359419537566,3.5452959052059483,4.799109722336874,0.4399999976158132
1686388701000034300,19.968034423828126,43.671325750648975,1.1515749764251828,-1,52.2455328517152,1.0813255980610847,-1,4.610359419031371,3.5452959058642133,4.799109622840581,0
1686388702000033000,20.968032958984374,43.937072820961475,0.307972206397111,-1,52.245532223072466,1.3470726683735847,-1,4.610359417735403,3.545295907549511,4.799108281736075,0
1686388703000033000,21.968032958984374,44.21020514611155,0.307972206397111,-1,52.245532223072466,1.6202049935236573,-1,4.610359417896697,3.5452959073397623,4.799107611183821,0
1686388704000033000,22.968032958984374,44.159423895180225,0.5590169943749475,-1,52.24553247452956,1.5694237425923347,-1,4.610359418604604,3.545295906419188,4.799107359726726,0
1686388705000032300,23.9680322265625,43.749206610023975,1.6658706538997463,-1,52.245532223072466,1.1592064574360847,-1,4.618876956960852,3.5341919428979653,4.799107108269631,0
1686388706000032300,24.9680322265625,45.10699469782412,1.6099690077742665,-1,52.245531845886816,2.51699454523623,-1,4.610359417147342,3.5452959083142344,4.799106689174472,0
1686388707000031200,25.96803125,45.528137274086475,2.359051598975845,-1,52.2455318039773,2.9381371214985847,-1,4.6908066174322665,3.4381492565975806,4.799105348069965,0
1686388708000030500,26.968030517578125,45.267089910805225,2.772724313424545,-1,52.245531929705855,2.6770897582173347,-1,6.173478722547439,3.9999999999999996,4.799103420232235,0
1686388709000030500,27.968030517578125,44.88659674860537,3.1304951151876907,-1,52.24553201352489,2.29659659601748,-1,8.818958876985361,6.000000000000001,4.799101576213537,0
1686388710000030500,28.968030517578125,44.475952215492725,3.443544600050452,-1,52.24553209734392,1.8859520629048347,-1,11.81682357587021,7.999999999999998,4.79909973219484,0
1686388711021456000,29.989455810546875,44.0792847359553,3.745413755688118,-1,52.24553218116294,1.4892845833674073,-1,15.121929317690938,8,4.799097888176142,0
1686388716000028000,34.96802783203125,43.811767578125,4.380000114440918,98.7270854711652,52.245531175334236,1.2217674255371094,265.4296875,37.90848373521613,24,4.799077017237245,0.3700000047683716
1686388717000027100,35.96802709960937,43.8117676442489,4.8969889986733754,-1,52.24553117533456,1.2217674916610122,-1,37.90848373521613,24,4.799077017237244,0.3700000047683716
1686388718000026600,36.96802661132813,43.7296753609553,5.109415520510273,-1,52.2455312591536,1.1396752083674073,-1,42.50589681199272,24.000000000000004,4.799069305886327,0.3700000047683716
1686388719000027100,37.96802709960937,43.6495361989364,5.310661446562,-1,52.24553151061069,1.0595360463485122,-1,47.29933380547238,24.000000000000004,4.799062097449599,0.3700000047683716
1686388720000026000,38.968026123046876,43.5720215504989,5.511907372613727,-1,52.245531887796346,0.9820213979110122,-1,52.28241094616489,24.000000000000004,4.799055224289001,0.3700000047683716
1686388721000026000,39.968026123046876,43.4974976265803,5.690793173335413,-1,52.24553222307246,0.9074974739924073,-1,57.44905177621709,23.999999999999996,4.7990486025854935,0.3700000047683716
1686388722019889400,40.98788940429687,43.42614752892405,5.880859036722119,-1,52.24553255834859,0.8361473763361573,-1,62.7935326037149,31.999999999999996,4.799042232339083,0.3700000047683716
1686388743570845200,62.53884521484375,41.94062900543213,-1,-1,52.24539846319969,-0.6493711471557617,-1,40,25.588821411132812,4.799449801819709,-1
1686388746672901000,65.64090112304687,41.93945026397705,-1,-1,52.24538274092673,-0.6505498886108398,-1,42.81513605351138,25.588821411132812,4.799497588176372,-1
1686388746675878100,65.64387817382813,41.93945026397705,-1,-1,52.24538272620127,-0.6505498886108398,-1,42.81513890898383,25.588821411132812,4.799497632933009,-1
1686388752542487000,71.51048706054688,40.81708812713623,-1,-1,52.24536256123443,-1.7729120254516602,-1,40,21.917240142822266,4.799516357536624,-1
1686388758955235000,77.92323510742187,40.32886743545532,-1,-1,52.24536105944913,-2.2611327171325684,-1,40,21.158531188964844,4.799472936161044,-1
1686388765539775700,84.50777563476562,40.086533546447754,-1,-1,52.24536434167339,-2.5034666061401367,-1,40,21.027090072631836,4.799457531583628,-1
1686388772087270100,91.05527026367187,39.96382188796997,-1,-1,52.245380495853,-2.62617826461792,-1,40,20.978097915649414,4.7994328213726245,-1
1686388778917179100,97.88517919921875,39.90052509307861,-1,-1,52.245374630027705,-2.6894750595092773,-1,40,21.076658248901367,4.7994739415713905,-1
1686388785418713000,104.38671313476563,39.86878538131714,-1,-1,52.24538330294348,-2.721214771270752,-1,40,20.972776412963867,4.7994737848605915,-1
1686388791436589000,110.40458911132812,39.85289430618286,-1,-1,52.24541068697593,-2.7371058464050293,-1,40,20.746931076049805,4.7994408324554385,-1
1686388798261904100,117.22990405273437,39.84440469741821,-1,-1,52.24539393967789,-2.7455954551696777,-1,40,21.01576042175293,4.799448073247821,-1
