,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,hr_bpm,loc_speed,labelwalking,labelstanding,labelcycling,labelsitting,labeljogging,mag_x,mag_y,mag_z
2023-06-10 09:18:21.578849500,1.0972912000000001,0.540292,-0.20554382,-0.23967163,-0.66406983,-0.7548269000000001,,0.0,1,0,0,0,0,-103.5992,-15.646867000000002,-238.42052999999999
2023-06-10 09:18:22.078849500,0.82546204,0.72356445,-0.2947577,1.0669943000000002,1.0241917,1.9167223000000002,,,1,0,0,0,0,-97.0792,-36.70027,-234.34217999999998
2023-06-10 09:18:22.578849500,1.0495123,0.57216567,-0.2405081,-1.5103004,-0.5984903,-2.2408626,,0.0,1,0,0,0,0,-99.60133,-20.79484,-236.10179
2023-06-10 09:18:23.078849500,1.1634665000000002,0.6805249,-0.12114960000000001,1.3179697,1.267615,2.6563756,,,1,0,0,0,0,-96.46283000000001,-27.529696,-235.00421
2023-06-10 09:18:23.578849500,1.0053668,0.64003783,-0.12240997,-0.22732998,-1.5481205,-2.4324138,,0.0,1,0,0,0,0,-89.89411,-31.967188,-230.5666
2023-06-10 09:18:24.078849500,1.1523181999999998,0.8548720999999999,-0.11634858,-0.026518767999999998,1.1558461000000002,0.9295076999999999,,,1,0,0,0,0,-103.068665,-9.242445,-246.34901000000002
2023-06-10 09:18:24.578849500,0.70000243,0.8434918,-0.18446045,-1.8544202,-0.5970397,-1.0492765,,0.0,1,0,0,0,0,-86.00232,-30.469608,-224.15714
2023-06-10 09:18:25.078849500,1.1249582,0.5790417,-0.017709961,-0.66837215,-1.0614537,0.007595764499999999,,,1,0,0,0,0,-113.07429499999999,4.0209722999999995,-226.28012
2023-06-10 09:18:25.578849500,0.8569071,0.8396404000000001,0.1939579,-0.90923965,0.25667402,1.2607956,,0.0,1,0,0,0,0,-90.54343399999999,-20.765081,-223.81833999999998
2023-06-10 09:18:26.078849500,1.1515546,0.33480346,-0.22666016,-2.0683355,-0.4685939,-1.4496285,,,1,0,0,0,0,-105.39603999999999,-17.14648,-201.15164
2023-06-10 09:18:26.578849500,1.0488986,0.53273314,-0.06831512599999999,1.1288403,0.14792666,1.3165166000000001,,0.0,1,0,0,0,0,-97.874916,-19.39239,-202.61377
2023-06-10 09:18:27.078849500,0.9143225,0.4058704,-0.16881421,-1.2785318,-0.5789850000000001,-1.6326826,,,1,0,0,0,0,-101.890625,-15.395420999999999,-200.06319
2023-06-10 09:18:27.578849500,1.0170624,0.54441774,-0.2897638,1.10352,0.20716314,1.1051147,77.0,0.0,1,0,0,0,0,-101.08832,-16.468994,-202.08373999999998
2023-06-10 09:18:28.078849500,0.8905923000000001,0.5059282,-0.13925296,-1.2683156,-0.087089494,-0.82579464,,,1,0,0,0,0,-100.04682,-19.323833,-197.61336
2023-06-10 09:18:28.578849500,1.0332620000000001,0.3840912,-0.23591308,0.5861927,0.29367918,-0.49357936,77.0,0.0,1,0,0,0,0,-98.20981,-21.692719,-198.00163
2023-06-10 09:18:29.078849500,0.9319,0.77468354,-0.1337494,-0.14611635,0.6799839,0.1775233,,,1,0,0,0,0,-104.57133,-19.705938,-198.76627
2023-06-10 09:18:29.578849500,0.9282644,0.41029918,-0.03316887,0.049859542,-0.6591174,-0.8747309000000001,,0.0,1,0,0,0,0,-110.34334,-8.434416,-199.32849
2023-06-10 09:18:30.078849500,0.7939636,0.8242282,-0.3040036,0.49332947,0.45419616,1.377168,,,1,0,0,0,0,-104.84316,-17.513417999999998,-207.37045
2023-06-10 09:18:30.578849500,0.8929504,0.54605013,-0.08343628,-0.8042848000000001,-0.42263138,-1.5519018,,0.0,1,0,0,0,0,-113.30203,-10.087238000000001,-203.2425
2023-06-10 09:18:31.078849500,0.9993146,0.75684685,-0.22023945,0.8578877,0.6393131999999999,1.4554553999999997,,,1,0,0,0,0,-114.39841000000001,-10.953334,-208.83989
2023-06-10 09:18:31.578849500,0.8762161,0.6454555999999999,-0.18131195,0.44470444,0.45126888,-1.3373979,,,1,0,0,0,0,-107.742226,-16.061853,-215.42862999999997
