,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,hr_bpm,loc_speed,labelwalking,labelstanding,labelcycling,labelsitting,labeljogging,mag_x,mag_y,mag_z,pca_1,pca_2,pca_3,pca_4
2023-06-10 09:18:32.078849500,0.9319028177514012,0.5343106463344167,-0.14551859925170535,0.4275762720312197,0.8928525306839051,-0.00739854529405498,79.91666666666667,0.11099999999999999,1,0,0,0,0,-113.52746601220942,-11.077753705443554,-221.45503884951862,-0.14287722952378037,-0.015161739375787471,-0.3283000186241281,0.09537183152998535
2023-06-10 09:18:32.578849500,0.8948115075529025,0.5506716172528049,-0.20825163180943315,0.8166624614215116,0.965864186242806,0.16282111863062962,80.33333333333333,0.148,1,0,0,0,0,-113.92051566369497,-13.340914699104673,-230.88088287465646,-0.0903243883777691,-0.026513478491159526,-0.35115078892208157,0.03242501396001716
2023-06-10 09:18:33.078849500,0.8680383777230206,0.6554683114550157,-0.29182467480943347,1.1433579637821334,0.8501165639465667,0.05924365863758292,80.75,0.185,1,0,0,0,0,-112.13926846513208,-19.41164896497951,-236.55628285082173,-0.05802477896274487,-0.023875822924082392,-0.37592023670533264,-0.009710301196064919
2023-06-10 09:18:33.578849500,0.888520041548629,0.7780116573610247,-0.31669295413219434,1.0546047386696238,0.5636593896236983,-0.21913196691575823,81.16666666666667,0.22199999999999998,1,0,0,0,0,-108.08752394920197,-25.498349118746983,-236.39038589141333,-0.0667962004464613,0.005415431777437741,-0.3928932005325304,-0.006604434235238418
2023-06-10 09:18:34.078849500,0.9525915292280148,0.8290721901392509,-0.2582358680810683,0.557607004833986,0.21355724093957462,-0.3552231314335621,81.58333333333333,0.259,1,0,0,0,0,-103.19091807136226,-27.608945712193208,-232.56383859957353,-0.10420187041837567,0.053982508857091556,-0.399871292507681,0.031051602163916836
2023-06-10 09:18:34.578849500,1.0100308831912816,0.7764024581664923,-0.178300548898135,0.05751242480239624,-0.04011364992384111,-0.21240294580011457,82.0,0.296,1,0,0,0,0,-99.09503034615261,-25.84187941618183,-228.969132995067,-0.13128674365652251,0.1003013808228317,-0.39989761150992525,0.07038824805955807
2023-06-10 09:18:35.078849500,1.0085024694139804,0.6670778679730354,-0.15487797105762358,-0.0975121897292644,-0.11312468327717892,0.011947353299088819,83.2,0.33299999999999996,1,0,0,0,0,-96.49598031217597,-23.417696343636145,-227.5616160482643,-0.12238524438250013,0.12604222772424142,-0.3953501676253146,0.08698856395159618
2023-06-10 09:18:35.578849500,0.9492147609380888,0.5811353935312868,-0.19410878696322223,0.020875127898020592,-0.06879611456413948,0.057573562717570345,84.4,0.37,1,0,0,0,0,-95.31381788424255,-22.148272738643236,-227.53857797075528,-0.0939807738239822,0.12774679742930883,-0.38779996128518857,0.08050217605285162
2023-06-10 09:18:36.078849500,0.8866993753377945,0.5654924968840205,-0.23149298785235112,0.1129636689389309,-0.027038204894728985,-0.08085085955893265,85.6,0.37,1,0,0,0,0,-95.54293560728117,-20.56039312678602,-227.48610822305358,-0.08529015141485022,0.11072292106667758,-0.3832984996424177,0.06622762533041451
2023-06-10 09:18:36.578849500,0.8637775179890784,0.6084111014304033,-0.21390567415434636,0.08868142204126724,-0.019165357684506102,-0.1952688857440274,86.8,0.37,1,0,0,0,0,-97.18523783970008,-16.89002960824421,-227.25139352434488,-0.11471243772496136,0.08621751422251236,-0.3828544375830504,0.05023417440311495
2023-06-10 09:18:37.078849500,0.859845527384044,0.6687231779049553,-0.15454697263111494,0.12209164201510318,0.02030693205632367,-0.1644917318800027,88.0,0.37,1,0,0,0,0,-99.146712556805,-12.485590646227244,-227.36836583037567,-0.16037378319389847,0.060829414900833885,-0.38420886359392525,0.03367925048310677
2023-06-10 09:18:37.578849500,0.8245599298530512,0.7199864114658113,-0.09984390577013436,0.2808585594180833,0.1152678901688374,-0.08260407321483666,89.2,0.37,1,0,0,0,0,-99.0486916027909,-10.896078953817755,-227.55996444362205,-0.19022587415476833,0.04494119480491709,-0.3813876502250858,0.02091422888648385
2023-06-10 09:18:38.078849500,0.7574965406725933,0.7608805499689666,-0.06816340211025494,0.32064597638419023,0.1601052611863254,-0.06724341692814,90.4,0.37,1,0,0,0,0,-95.35977890628114,-13.921492067203484,-227.0348170431546,-0.19570139675130974,0.0522775770455929,-0.3736991276180885,0.02222790130827558
